Team,Att,Rush Yds,YPC,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM,Year
Redskins,477,1757,3.7,8,0,0,0,0,0,0,1971
49ers,498,2129,4.3,12,0,0,0,0,0,0,1971
Chargers,390,1604,4.1,11,0,0,0,0,0,0,1971
Steelers,416,1758,4.2,10,0,0,0,0,0,0,1971
Cardinals,417,1530,3.7,8,0,0,0,0,0,0,1971
Eagles,407,1248,3.1,6,0,0,0,0,0,0,1971
Jets,485,1888,3.9,12,0,0,0,0,0,0,1971
Giants,394,1461,3.7,11,0,0,0,0,0,0,1971
Saints,452,1711,3.8,18,0,0,0,0,0,0,1971
Patriots,419,1669,4,7,0,0,0,0,0,0,1971
Vikings,484,1695,3.5,14,0,0,0,0,0,0,1971
Dolphins,486,2429,5,11,0,0,0,0,0,0,1971
Raiders,473,2130,4.5,19,0,0,0,0,0,0,1971
Rams,460,2139,4.7,15,0,0,0,0,0,0,1971
Chiefs,487,1843,3.8,14,0,0,0,0,0,0,1971
Colts,512,2149,4.2,23,0,0,0,0,0,0,1971
Oilers,361,1106,3.1,10,0,0,0,0,0,0,1971
Packers,500,2229,4.5,18,0,0,0,0,0,0,1971
Lions,532,2376,4.5,15,0,0,0,0,0,0,1971
Broncos,512,2093,4.1,9,0,0,0,0,0,0,1971
Cowboys,512,2249,4.4,25,0,0,0,0,0,0,1971
Browns,461,1558,3.4,19,0,0,0,0,0,0,1971
Bengals,462,2142,4.6,14,0,0,0,0,0,0,1971
Bears,365,1434,3.9,6,0,0,0,0,0,0,1971
Bills,320,1337,4.2,6,0,0,0,0,0,0,1971
Falcons,494,1703,3.4,12,0,0,0,0,0,0,1971
Redskins,513,2082,4.1,17,0,0,0,0,0,0,1972
49ers,445,1616,3.6,11,0,0,0,0,0,0,1972
Chargers,504,1995,4,12,0,0,0,0,0,0,1972
Steelers,497,2520,5.1,22,0,0,0,0,0,0,1972
Cardinals,361,1229,3.4,9,0,0,0,0,0,0,1972
Eagles,398,1393,3.5,2,0,0,0,0,0,0,1972
Jets,461,2010,4.4,18,0,0,0,0,0,0,1972
Giants,524,2022,3.9,16,0,0,0,0,0,0,1972
Saints,337,1230,3.6,5,0,0,0,0,0,0,1972
Patriots,386,1532,4,13,0,0,0,0,0,0,1972
Vikings,472,1740,3.7,11,0,0,0,0,0,0,1972
Dolphins,613,2960,4.8,26,0,0,0,0,0,0,1972
Raiders,521,2376,4.6,20,0,0,0,0,0,0,1972
Rams,472,2209,4.7,17,0,0,0,0,0,0,1972
Chiefs,476,1915,4,6,0,0,0,0,0,0,1972
Colts,462,1894,4.1,10,0,0,0,0,0,0,1972
Oilers,397,1518,3.8,7,0,0,0,0,0,0,1972
Packers,544,2127,3.9,17,0,0,0,0,0,0,1972
Lions,473,2021,4.3,20,0,0,0,0,0,0,1972
Broncos,409,1838,4.5,17,0,0,0,0,0,0,1972
Cowboys,499,2124,4.3,17,0,0,0,0,0,0,1972
Browns,453,1793,4,13,0,0,0,0,0,0,1972
Bengals,491,1996,4.1,16,0,0,0,0,0,0,1972
Bears,536,2360,4.4,15,0,0,0,0,0,0,1972
Bills,512,2132,4.2,11,0,0,0,0,0,0,1972
Falcons,500,2092,4.2,16,0,0,0,0,0,0,1972
Redskins,459,1439,3.1,9,0,0,0,0,0,0,1973
49ers,422,1743,4.1,15,0,0,0,0,0,0,1973
Chargers,431,1814,4.2,9,0,0,0,0,0,0,1973
Steelers,555,2143,3.9,12,0,0,0,0,0,0,1973
Cardinals,416,1671,4,13,0,0,0,0,0,0,1973
Eagles,417,1791,4.3,9,0,0,0,0,0,0,1973
Jets,453,1864,4.1,7,0,0,0,0,0,0,1973
Giants,456,1478,3.2,11,0,0,0,0,0,0,1973
Saints,497,1842,3.7,5,0,0,0,0,0,0,1973
Patriots,454,1612,3.6,15,0,0,0,0,0,0,1973
Vikings,538,2275,4.2,14,0,0,0,0,0,0,1973
Dolphins,507,2521,5,16,0,0,0,0,0,0,1973
Raiders,547,2510,4.6,14,0,0,0,0,0,0,1973
Rams,659,2925,4.4,18,0,0,0,0,0,0,1973
Chiefs,511,1793,3.5,11,0,0,0,0,0,0,1973
Colts,536,2031,3.8,9,0,0,0,0,0,0,1973
Oilers,386,1388,3.6,9,0,0,0,0,0,0,1973
Packers,527,1973,3.7,10,0,0,0,0,0,0,1973
Lions,496,2133,4.3,17,0,0,0,0,0,0,1973
Broncos,487,1954,4,16,0,0,0,0,0,0,1973
Cowboys,542,2418,4.5,17,0,0,0,0,0,0,1973
Browns,506,1968,3.9,12,0,0,0,0,0,0,1973
Bengals,515,2236,4.3,13,0,0,0,0,0,0,1973
Bears,496,1907,3.8,11,0,0,0,0,0,0,1973
Bills,605,3088,5.1,20,0,0,0,0,0,0,1973
Falcons,518,2037,3.9,18,0,0,0,0,0,0,1973
Redskins,470,1443,3.1,11,0,0,0,0,0,0,1974
49ers,477,1981,4.2,10,0,0,0,0,0,0,1974
Chargers,508,2111,4.2,15,0,0,0,0,0,0,1974
Steelers,546,2417,4.4,19,0,0,0,0,0,0,1974
Cardinals,466,1956,4.2,12,0,0,0,0,0,0,1974
Eagles,415,1385,3.3,13,0,0,0,0,0,0,1974
Jets,444,1625,3.7,12,0,0,0,0,0,0,1974
Giants,441,1496,3.4,11,0,0,0,0,0,0,1974
Saints,503,1983,3.9,9,0,0,0,0,0,0,1974
Patriots,520,2134,4.1,21,0,0,0,0,0,0,1974
Vikings,488,1856,3.8,17,0,0,0,0,0,0,1974
Dolphins,570,2191,3.8,25,0,0,0,0,0,0,1974
Raiders,561,2334,4.2,15,0,0,0,0,0,0,1974
Rams,566,2125,3.8,16,0,0,0,0,0,0,1974
Chiefs,469,1720,3.7,10,0,0,0,0,0,0,1974
Colts,450,1818,4,13,0,0,0,0,0,0,1974
Oilers,421,1361,3.2,16,0,0,0,0,0,0,1974
Packers,482,1571,3.3,10,0,0,0,0,0,0,1974
Lions,397,1433,3.6,13,0,0,0,0,0,0,1974
Broncos,486,2157,4.4,20,0,0,0,0,0,0,1974
Cowboys,542,2454,4.5,22,0,0,0,0,0,0,1974
Browns,461,1924,4.2,14,0,0,0,0,0,0,1974
Bengals,445,1978,4.4,14,0,0,0,0,0,0,1974
Bears,434,1480,3.4,10,0,0,0,0,0,0,1974
Bills,545,2094,3.8,11,0,0,0,0,0,0,1974
Falcons,400,1493,3.7,6,0,0,0,0,0,0,1974
Redskins,444,1752,3.9,9,0,0,43,0,0,0,1975
49ers,422,1598,3.8,12,0,0,52,0,0,0,1975
Chargers,434,1801,4.1,14,0,0,48T,0,0,0,1975
Steelers,581,2633,4.5,22,0,0,36,0,0,0,1975
Cardinals,555,2402,4.3,19,0,0,57T,0,0,0,1975
Eagles,461,1702,3.7,3,0,0,51,0,0,0,1975
Jets,501,2079,4.1,15,0,0,42,0,0,0,1975
Giants,482,1627,3.4,17,0,0,46T,0,0,0,1975
Saints,463,1642,3.5,9,0,0,22,0,0,0,1975
Patriots,472,1845,3.9,14,0,0,66T,0,0,0,1975
Vikings,556,2094,3.8,18,0,0,31T,0,0,0,1975
Dolphins,594,2500,4.2,26,0,0,56,0,0,0,1975
Raiders,643,2573,4,28,0,0,66,0,0,0,1975
Rams,585,2371,4.1,18,0,0,43T,0,0,0,1975
Chiefs,487,1847,3.8,14,0,0,65,0,0,0,1975
Colts,536,2217,4.1,28,0,0,70T,0,0,0,1975
Oilers,526,2068,3.9,14,0,0,46T,0,0,0,1975
Packers,431,1547,3.6,14,0,0,29,0,0,0,1975
Lions,532,2147,4,10,0,0,46T,0,0,0,1975
Broncos,490,1993,4.1,9,0,0,34,0,0,0,1975
Cowboys,571,2432,4.3,17,0,0,32,0,0,0,1975
Browns,440,1850,4.2,14,0,0,50,0,0,0,1975
Bengals,499,1819,3.6,20,0,0,29,0,0,0,1975
Bears,441,1653,3.7,11,0,0,54T,0,0,0,1975
Bills,588,2974,5.1,26,0,0,88T,0,0,0,1975
Falcons,465,1794,3.9,12,0,0,26T,0,0,0,1975
Redskins,548,2111,3.9,10,0,0,28,0,0,0,1976
Buccaneers,433,1503,3.5,5,0,0,46,0,0,0,1976
Seahawks,374,1416,3.8,14,0,0,53T,0,0,0,1976
49ers,576,2447,4.2,14,0,0,80T,0,0,0,1976
Chargers,473,2040,4.3,13,0,0,46T,0,0,0,1976
Steelers,653,2971,4.5,33,0,0,63T,0,0,0,1976
Cardinals,580,2301,4,17,0,0,36,0,0,0,1976
Eagles,505,2080,4.1,8,0,0,59,0,0,0,1976
Jets,438,1924,4.4,10,0,0,60,0,0,0,1976
Giants,530,1904,3.6,11,0,0,29,0,0,0,1976
Saints,431,1775,4.1,16,0,0,74T,0,0,0,1976
Patriots,591,2948,5,24,0,0,69T,0,0,0,1976
Vikings,540,2003,3.7,18,0,0,46,0,0,0,1976
Dolphins,491,2118,4.3,15,0,0,59T,0,0,0,1976
Raiders,557,2285,4.1,14,0,0,31,0,0,0,1976
Rams,613,2528,4.1,23,0,0,40,0,0,0,1976
Chiefs,498,1873,3.8,18,0,0,59T,0,0,0,1976
Colts,565,2303,4.1,26,0,0,69T,0,0,0,1976
Oilers,416,1498,3.6,6,0,0,44,0,0,0,1976
Packers,485,1722,3.6,15,0,0,56,0,0,0,1976
Lions,516,2213,4.3,9,0,0,46,0,0,0,1976
Broncos,500,1932,3.9,14,0,0,31,0,0,0,1976
Cowboys,538,2147,4,16,0,0,28,0,0,0,1976
Browns,533,2295,4.3,9,0,0,64,0,0,0,1976
Bengals,481,2109,4.4,15,0,0,77T,0,0,0,1976
Bears,578,2363,4.1,20,0,0,60,0,0,0,1976
Bills,548,2566,4.7,11,0,0,75T,0,0,0,1976
Falcons,470,1689,3.6,10,0,0,47,0,0,0,1976
Redskins,502,1752,3.5,4,0,0,34,0,0,0,1977
Buccaneers,465,1424,3.1,4,0,0,35,0,0,0,1977
Seahawks,461,1964,4.3,12,0,0,39,0,0,0,1977
49ers,564,2086,3.7,16,0,0,80,0,0,0,1977
Chargers,488,1761,3.6,10,0,0,46,0,0,0,1977
Steelers,581,2258,3.9,20,0,0,61T,0,0,0,1977
Cardinals,507,2042,4,19,0,0,62T,0,0,0,1977
Eagles,484,1722,3.6,10,0,0,70T,0,0,0,1977
Jets,437,1618,3.7,6,0,0,27,0,0,0,1977
Giants,548,1897,3.5,11,0,0,32,0,0,0,1977
Saints,484,2024,4.2,14,0,0,36,0,0,0,1977
Patriots,603,2303,3.8,13,0,0,41,0,0,0,1977
Vikings,510,1821,3.6,9,0,0,51,0,0,0,1977
Dolphins,519,2366,4.6,18,0,0,77T,0,0,0,1977
Raiders,681,2627,3.9,20,0,0,37T,0,0,0,1977
Rams,621,2575,4.1,19,0,0,48,0,0,0,1977
Chiefs,456,1843,4,13,0,0,59,0,0,0,1977
Colts,566,2123,3.8,17,0,0,64T,0,0,0,1977
Oilers,509,1989,3.9,15,0,0,77,0,0,0,1977
Packers,469,1464,3.1,5,0,0,40,0,0,0,1977
Lions,479,1706,3.6,11,0,0,35,0,0,0,1977
Broncos,523,2043,3.9,16,0,0,62,0,0,0,1977
Cowboys,564,2369,4.2,21,0,0,84T,0,0,0,1977
Browns,510,2200,4.3,9,0,0,78T,0,0,0,1977
Bengals,488,1861,3.8,10,0,0,65,0,0,0,1977
Bears,599,2811,4.7,18,0,0,73,0,0,0,1977
Bills,450,1861,4.1,3,0,0,66,0,0,0,1977
Falcons,582,1890,3.2,9,0,0,35,0,0,0,1977
Redskins,537,2082,3.9,10,0,0,47,0,0,0,1978
Buccaneers,549,2098,3.8,16,0,0,56,0,0,0,1978
Seahawks,561,2394,4.3,28,0,0,67,0,0,0,1978
49ers,585,2091,3.6,14,0,0,40,0,0,0,1978
Chargers,590,2096,3.6,16,0,0,37T,0,0,0,1978
Steelers,641,2297,3.6,16,0,0,37,0,0,0,1978
Cardinals,554,1954,3.5,14,0,0,32,0,0,0,1978
Eagles,587,2456,4.2,16,0,0,50,0,0,0,1978
Jets,562,2250,4,21,0,0,33,0,0,0,1978
Giants,580,2304,4,12,0,0,46,0,0,0,1978
Saints,512,1845,3.6,17,0,0,28T,0,0,0,1978
Patriots,671,3165,4.7,30,0,0,73,0,0,0,1978
Vikings,505,1536,3,10,0,0,22,0,0,0,1978
Dolphins,548,2366,4.3,18,0,0,65T,0,0,0,1978
Raiders,577,2186,3.8,18,0,0,34,0,0,0,1978
Rams,609,2308,3.8,12,0,0,26,0,0,0,1978
Chiefs,663,2986,4.5,19,0,0,62T,0,0,0,1978
Colts,532,2044,3.8,9,0,0,46,0,0,0,1978
Oilers,603,2476,4.1,19,0,0,81T,0,0,0,1978
Packers,550,2023,3.7,16,0,0,76T,0,0,0,1978
Lions,525,2163,4.1,12,0,0,75T,0,0,0,1978
Broncos,601,2451,4.1,15,0,0,47,0,0,0,1978
Cowboys,625,2783,4.5,22,0,0,63,0,0,0,1978
Browns,559,2488,4.5,17,0,0,71T,0,0,0,1978
Bengals,526,2131,4.1,10,0,0,65,0,0,0,1978
Bears,634,2526,4,19,0,0,76,0,0,0,1978
Bills,556,2381,4.3,15,0,0,66,0,0,0,1978
Falcons,533,1660,3.1,13,0,0,26,0,0,0,1978
Redskins,609,2328,3.8,17,0,0,66T,0,0,0,1979
Buccaneers,609,2437,4,13,0,0,61T,0,0,0,1979
Seahawks,500,1967,3.9,24,0,0,67,0,0,0,1979
49ers,480,1932,4,17,0,0,56T,0,0,0,1979
Chargers,481,1668,3.5,25,0,0,55T,0,0,0,1979
Steelers,561,2603,4.6,25,0,0,75,0,0,0,1979
Cardinals,566,2582,4.6,24,0,0,76T,0,0,0,1979
Eagles,567,2421,4.3,17,0,0,80,0,0,0,1979
Jets,634,2646,4.2,23,0,0,52,0,0,0,1979
Giants,498,1820,3.7,12,0,0,32,0,0,0,1979
Saints,551,2476,4.5,28,0,0,69T,0,0,0,1979
Patriots,604,2252,3.7,16,0,0,52,0,0,0,1979
Vikings,487,1764,3.6,9,0,0,34,0,0,0,1979
Dolphins,561,2187,3.9,19,0,0,42,0,0,0,1979
Raiders,491,1763,3.6,13,0,0,72,0,0,0,1979
Rams,592,2460,4.2,16,0,0,63T,0,0,0,1979
Chiefs,569,2316,4.1,18,0,0,84T,0,0,0,1979
Colts,515,1674,3.3,12,0,0,26,0,0,0,1979
Oilers,616,2571,4.2,24,0,0,61T,0,0,0,1979
Packers,483,1861,3.9,14,0,0,60,0,0,0,1979
Lions,441,1677,3.8,11,0,0,38,0,0,0,1979
Broncos,525,2036,3.9,13,0,0,30,0,0,0,1979
Cowboys,578,2375,4.1,15,0,0,41,0,0,0,1979
Browns,504,2281,4.5,16,0,0,77T,0,0,0,1979
Bengals,560,2329,4.2,23,0,0,63,0,0,0,1979
Bears,627,2486,4,17,0,0,43T,0,0,0,1979
Bills,474,1621,3.4,11,0,0,75,0,0,0,1979
Falcons,500,2200,4.4,15,0,0,60T,0,0,0,1979
Redskins,517,2016,3.9,12,0,0,55T,0,0,0,1980
Buccaneers,477,1839,3.9,9,0,0,40,0,0,0,1980
Seahawks,456,1783,3.9,13,0,0,32,0,0,0,1980
49ers,415,1743,4.2,10,0,0,47,0,0,0,1980
Chargers,509,1879,3.7,18,0,0,53,0,0,0,1980
Steelers,512,1986,3.9,15,0,0,28,0,0,0,1980
Cardinals,519,2183,4.2,19,0,0,52,0,0,0,1980
Eagles,527,1995,3.8,19,0,0,72T,0,0,0,1980
Jets,470,1873,4,17,0,0,31T,0,0,0,1980
Giants,483,1730,3.6,10,0,0,35,0,0,0,1980
Saints,348,1362,3.9,9,0,0,26,0,0,0,1980
Patriots,588,2240,3.8,19,0,0,44,0,0,0,1980
Vikings,433,1642,3.8,14,0,0,55T,0,0,0,1980
Dolphins,492,1876,3.8,9,0,0,65,0,0,0,1980
Raiders,541,2146,4,14,0,0,89T,0,0,0,1980
Rams,615,2799,4.6,17,0,0,61,0,0,0,1980
Chiefs,552,1873,3.4,15,0,0,38T,0,0,0,1980
Colts,527,2078,3.9,20,0,0,51T,0,0,0,1980
Oilers,573,2635,4.6,18,0,0,55T,0,0,0,1980
Packers,493,1806,3.7,13,0,0,38T,0,0,0,1980
Lions,572,2599,4.5,21,0,0,52,0,0,0,1980
Broncos,480,1865,3.9,16,0,0,35,0,0,0,1980
Cowboys,595,2378,4,26,0,0,56,0,0,0,1980
Browns,436,1673,3.8,15,0,0,56T,0,0,0,1980
Bengals,513,2069,4,9,0,0,57T,0,0,0,1980
Bears,579,2440,4.2,22,0,0,69T,0,0,0,1980
Bills,603,2222,3.7,17,0,0,48,0,0,0,1980
Falcons,559,2405,4.3,15,0,0,37,0,0,0,1980
Redskins,532,2157,4.1,19,0,0,32,0,0,0,1981
Buccaneers,458,1731,3.8,13,0,0,59,0,0,0,1981
Seahawks,440,1594,3.6,14,0,0,43,0,0,0,1981
49ers,560,1941,3.5,17,0,0,28,0,0,0,1981
Chargers,481,2005,4.2,26,0,0,73T,0,0,0,1981
Steelers,554,2372,4.3,21,0,0,50,0,0,0,1981
Cardinals,519,2213,4.3,20,0,0,44T,0,0,0,1981
Eagles,559,2509,4.5,17,0,0,41,0,0,0,1981
Jets,571,2341,4.1,11,0,0,43,0,0,0,1981
Giants,481,1685,3.5,11,0,0,35,0,0,0,1981
Saints,546,2286,4.2,16,0,0,79T,0,0,0,1981
Patriots,499,2040,4.1,23,0,0,43,0,0,0,1981
Vikings,391,1512,3.9,8,0,0,38,0,0,0,1981
Dolphins,535,2173,4.1,18,0,0,46,0,0,0,1981
Raiders,493,2058,4.2,11,0,0,60,0,0,0,1981
Rams,559,2236,4,17,0,0,69T,0,0,0,1981
Chiefs,610,2633,4.3,22,0,0,82T,0,0,0,1981
Colts,441,1850,4.2,11,0,0,67T,0,0,0,1981
Oilers,466,1734,3.7,11,0,0,43,0,0,0,1981
Packers,478,1670,3.5,11,0,0,34,0,0,0,1981
Lions,596,2795,4.7,26,0,0,51,0,0,0,1981
Broncos,515,1895,3.7,12,0,0,37,0,0,0,1981
Cowboys,630,2711,4.3,15,0,0,75T,0,0,0,1981
Browns,474,1929,4.1,11,0,0,26,0,0,0,1981
Bengals,493,1973,4,19,0,0,39T,0,0,0,1981
Bears,608,2171,3.6,13,0,0,39,0,0,0,1981
Bills,524,2125,4.1,13,0,0,35,0,0,0,1981
Falcons,495,1965,4,15,0,0,35,0,0,0,1981
Redskins,315,1140,3.6,5,0,0,40,0,0,0,1982
Buccaneers,268,952,3.6,6,0,0,47,0,0,0,1982
Seahawks,227,795,3.5,4,0,0,46,0,0,0,1982
49ers,219,740,3.4,6,0,0,21,0,0,0,1982
Chargers,267,1121,4.2,15,0,0,48T,0,0,0,1982
Steelers,289,1187,4.1,7,0,0,34,0,0,0,1982
Cardinals,307,1209,3.9,10,0,0,64,0,0,0,1982
Eagles,211,829,3.9,11,0,0,90T,0,0,0,1982
Jets,304,1317,4.3,13,0,0,48,0,0,0,1982
Giants,244,842,3.5,7,0,0,23,0,0,0,1982
Saints,331,1257,3.8,8,0,0,38,0,0,0,1982
Patriots,324,1347,4.2,3,0,0,54,0,0,0,1982
Vikings,245,912,3.7,6,0,0,30,0,0,0,1982
Dolphins,333,1344,4,11,0,0,33T,0,0,0,1982
Raiders,292,1080,3.7,15,0,0,53,0,0,0,1982
Rams,251,1025,4.1,13,0,0,54,0,0,0,1982
Chiefs,269,943,3.5,3,0,0,36,0,0,0,1982
Colts,293,1044,3.6,4,0,0,32,0,0,0,1982
Oilers,225,799,3.6,5,0,0,24,0,0,0,1982
Packers,283,1081,3.8,12,0,0,83T,0,0,0,1982
Lions,283,1022,3.6,5,0,0,29,0,0,0,1982
Broncos,257,1018,4,6,0,0,23,0,0,0,1982
Cowboys,296,1313,4.4,10,0,0,99T,0,0,0,1982
Browns,256,873,3.4,7,0,0,18T,0,0,0,1982
Bengals,269,949,3.5,13,0,0,21,0,0,0,1982
Bears,276,988,3.6,5,0,0,26,0,0,0,1982
Bills,319,1371,4.3,9,0,0,62T,0,0,0,1982
Falcons,310,1181,3.8,12,0,0,37,0,0,0,1982
Redskins,629,2625,4.2,30,0,0,48,0,0,0,1983
Buccaneers,428,1353,3.2,9,0,0,75T,0,0,0,1983
Seahawks,546,2119,3.9,19,0,0,60,0,0,0,1983
49ers,511,2257,4.4,17,0,0,71,0,0,0,1983
Chargers,423,1536,3.6,16,0,0,61,0,0,0,1983
Steelers,614,2610,4.3,17,0,0,50T,0,0,0,1983
Cardinals,525,2277,4.3,15,0,0,46,0,0,0,1983
Eagles,402,1417,3.5,5,0,0,35,0,0,0,1983
Jets,474,2068,4.4,11,0,0,78T,0,0,0,1983
Giants,506,1794,3.5,9,0,0,37,0,0,0,1983
Saints,595,2461,4.1,19,0,0,76T,0,0,0,1983
Patriots,538,2605,4.8,19,0,0,77,0,0,0,1983
Vikings,470,1808,3.8,17,0,0,56T,0,0,0,1983
Dolphins,568,2150,3.8,16,0,0,44,0,0,0,1983
Raiders,542,2240,4.1,18,0,0,32,0,0,0,1983
Rams,511,2253,4.4,20,0,0,85T,0,0,0,1983
Chiefs,387,1254,3.2,13,0,0,49T,0,0,0,1983
Colts,601,2695,4.5,10,0,0,56,0,0,0,1983
Oilers,502,1998,4,16,0,0,80,0,0,0,1983
Packers,439,1807,4.1,15,0,0,71,0,0,0,1983
Lions,513,2181,4.3,18,0,0,41,0,0,0,1983
Broncos,471,1784,3.8,15,0,0,52,0,0,0,1983
Cowboys,519,2117,4.1,21,0,0,77,0,0,0,1983
Browns,465,1922,4.1,13,0,0,29,0,0,0,1983
Bengals,542,2104,3.9,24,0,0,29,0,0,0,1983
Bears,583,2727,4.7,14,0,0,49T,0,0,0,1983
Bills,415,1736,4.2,4,0,0,45,0,0,0,1983
Falcons,492,2224,4.5,17,0,0,40T,0,0,0,1983
Redskins,588,2274,3.9,20,0,0,31,0,0,0,1984
Buccaneers,483,1776,3.7,17,0,0,37,0,0,0,1984
Seahawks,495,1645,3.3,10,0,0,40T,0,0,0,1984
49ers,534,2465,4.6,21,0,0,47,0,0,0,1984
Chargers,456,1654,3.6,18,0,0,32T,0,0,0,1984
Steelers,574,2179,3.8,13,0,0,52,0,0,0,1984
Cardinals,488,2088,4.3,21,0,0,39,0,0,0,1984
Eagles,381,1338,3.5,6,0,0,27,0,0,0,1984
Jets,504,2189,4.3,17,0,0,64,0,0,0,1984
