Team,3rd Att,3rd Md,4th Att,4th Md,Rec 1st,Rec 1st%,Rush 1st,Rush 1st%,Scrm Plys,Year
Broncos,207,76,19,10,183,53.2,82,23.8,985,2005
Cowboys,211,73,11,7,150,55.4,87,21,946,2005
Browns,215,87,18,8,161,57.7,116,22,1021,2005
Bengals,190,81,14,6,185,57.1,109,25.4,976,2005
Bears,238,76,20,6,153,48.9,83,18.7,1034,2005
Panthers,221,90,16,5,160,52.5,72,17.6,981,2005
Bills,200,93,12,7,169,53.8,146,29.9,1030,2005
Redskins,222,97,9,6,169,58.5,104,21.1,997,2006
Buccaneers,217,82,12,5,174,57.8,108,21.7,1015,2006
Seahawks,219,80,12,6,160,53.5,102,23.1,986,2006
49ers,216,96,14,7,189,57.1,107,22.6,1025,2006
Chargers,213,78,17,6,178,58,87,22.5,985,2006
Steelers,219,86,12,6,176,55.2,72,17.6,976,2006
Cardinals,201,83,15,7,186,57.9,114,24.9,1018,2006
Eagles,222,83,21,10,154,49.8,126,25.8,1054,2006
Jets,208,76,23,12,181,57.3,111,24.5,1020,2006
Giants,226,97,24,9,189,56.8,106,23.1,1057,2006
Saints,199,69,13,6,148,55.4,96,23,930,2006
Patriots,209,75,11,3,164,55.8,67,17.3,950,2006
Vikings,215,74,13,7,192,54.1,53,15.2,977,2006
Dolphins,234,89,16,9,166,59.5,72,15.6,1005,2006
Raiders,221,79,19,10,137,55.9,107,19.7,986,2006
Rams,205,93,6,2,164,61.7,121,25.4,962,2006
Chiefs,212,83,13,8,171,54.5,109,23.6,999,2006
Jaguars,227,83,14,4,143,48.6,94,22.4,978,2006
Colts,191,90,14,11,150,56.4,150,28.9,959,2006
Texans,198,88,11,5,174,53,115,25.8,979,2006
Titans,221,90,17,10,181,54,121,23.9,1062,2006
Packers,215,70,21,13,169,59.1,95,21.5,1002,2006
Lions,207,90,5,4,183,54,111,22.6,1033,2006
Broncos,221,81,14,5,183,56,97,21.7,1020,2006
Cowboys,212,93,16,8,179,59.5,88,20.5,974,2006
Browns,228,100,10,4,178,62.9,107,20.8,1041,2006
Bengals,211,88,21,11,206,59,109,24.3,1038,2006
Bears,239,74,16,10,159,48.5,77,19.2,1023,2006
Panthers,222,70,14,11,149,51.2,96,21.4,990,2006
Bills,216,79,17,11,168,51.9,117,24.6,1029,2006
Redskins,218,78,17,10,174,49.6,89,22.8,1026,2007
Buccaneers,224,92,16,9,158,53.2,93,20.5,977,2007
Seahawks,232,88,17,5,183,55,78,18.5,1035,2007
49ers,241,97,13,7,187,54.2,94,18.7,1078,2007
Chargers,211,83,26,9,185,54.7,89,21.4,1013,2007
Steelers,215,87,19,6,158,54.1,74,20.5,933,2007
Cardinals,218,87,15,7,185,51.2,90,22.1,1013,2007
Eagles,218,81,13,3,177,56.7,80,19.9,979,2007
Jets,211,89,10,8,174,60.2,128,24.8,1016,2007
Giants,211,73,16,10,185,60.5,83,20.3,984,2007
Saints,206,86,19,7,196,59.9,80,19.6,964,2007
Patriots,187,63,20,11,172,54.8,91,25.3,933,2007
Vikings,234,94,18,7,222,53.5,67,17.7,1063,2007
Dolphins,208,98,10,6,165,68.2,129,23.7,983,2007
Raiders,210,82,11,6,156,59.8,121,24.9,952,2007
Rams,201,78,10,6,190,59.7,105,23.6,999,2007
Chiefs,208,65,11,2,156,56.5,104,21.6,980,2007
Jaguars,201,80,23,11,181,56.7,92,23.6,970,2007
Colts,208,94,25,14,162,49.8,111,24.4,980,2007
Texans,198,83,16,8,197,54.6,107,25.7,994,2007
Titans,230,97,16,8,165,47.3,80,21.7,978,2007
Packers,209,69,24,9,176,59.7,77,18.2,994,2007
Lions,213,97,12,9,221,52.4,116,25.9,1087,2007
Broncos,213,91,13,10,168,60.2,119,23.8,992,2007
Cowboys,216,85,18,10,195,57,86,22.6,1008,2007
Browns,215,79,25,11,211,62.1,100,21.7,1066,2007
Bengals,201,86,17,9,200,56.7,98,21.8,1011,2007
Bears,223,73,13,8,185,53.9,100,22,1036,2007
Panthers,226,96,14,7,174,51.6,100,21.2,1032,2007
Bills,224,101,22,10,203,57.3,104,22.9,1047,2007
Ravens,224,82,13,7,162,55.3,69,15.5,968,2007
Falcons,210,78,21,11,190,56.5,105,21.8,1042,2007
Redskins,208,74,12,8,159,54.8,86,21.6,933,2008
Buccaneers,214,81,13,5,153,55.4,87,19.7,945,2008
Seahawks,222,94,13,8,207,56.6,98,21.4,1058,2008
49ers,219,83,19,12,170,51.4,104,23,1027,2008
Chargers,207,84,24,13,213,51.8,98,24,1041,2008
Steelers,226,71,21,10,149,49.5,73,18.7,974,2008
Cardinals,207,92,17,13,172,53.3,117,26.3,993,2008
Eagles,227,73,14,5,144,50.7,79,18.8,994,2008
Jets,210,81,18,13,209,56.8,86,21.1,1020,2008
Giants,204,83,16,5,165,55.7,78,20.2,931,2008
Saints,206,82,14,8,180,60.2,100,22.5,999,2008
Patriots,205,91,10,2,176,61.1,78,18.8,920,2008
Vikings,203,68,13,5,163,50.3,72,19.4,946,2008
Dolphins,209,79,19,11,173,54.1,96,24.7,979,2008
Raiders,232,103,13,9,166,62.4,129,23.8,1045,2008
Rams,187,74,6,4,158,56.8,146,29.1,975,2008
Chiefs,211,100,14,6,195,56,133,26.1,1041,2008
Jaguars,200,82,11,5,166,55.9,98,22.9,922,2008
Colts,211,100,7,3,165,50.2,119,25.2,983,2008
Texans,188,74,13,10,167,56.8,114,26,935,2008
Titans,226,79,18,8,166,48.5,81,20.1,1022,2008
Packers,210,80,23,17,141,49.1,121,26.4,1003,2008
Lions,197,90,10,6,188,62,147,27.4,1009,2008
Broncos,202,89,18,10,186,55.9,122,26,990,2008
Cowboys,216,77,14,8,163,52.9,85,21.1,969,2008
Browns,207,95,17,11,176,61.5,125,23.1,1004,2008
Bengals,218,93,11,5,169,53.7,106,21.6,1013,2008
Bears,232,81,21,10,208,54.3,93,21.3,1087,2008
Panthers,219,87,20,9,178,53.5,100,23.1,1026,2008
Bills,202,73,16,8,167,55.5,113,24.8,971,2008
Ravens,212,71,16,3,152,55.1,58,15.8,928,2008
Falcons,208,79,20,10,189,58.2,108,26,998,2008
Redskins,219,87,17,4,176,56.1,85,18.9,1000,2009
Buccaneers,214,86,15,9,171,56.8,129,24.4,1039,2009
Seahawks,223,87,12,6,204,54.5,80,18.7,1024,2009
49ers,240,88,15,6,176,50,77,18.1,1050,2009
Chargers,203,82,20,10,177,54.3,112,26.5,991,2009
Steelers,227,96,10,7,186,58.3,70,18.8,967,2009
Cardinals,232,82,24,12,188,54.3,81,20.1,1038,2009
Eagles,221,73,30,17,179,50.6,81,19.6,1037,2009
Jets,219,69,19,7,128,49.4,87,20.7,953,2009
Giants,199,77,19,12,182,58,103,24.3,953,2009
Saints,216,82,24,11,175,53,111,25.5,1044,2009
Patriots,194,72,21,10,193,64.3,80,20.1,941,2009
Vikings,200,69,12,5,183,53.7,63,17.6,940,2009
Dolphins,198,69,15,8,184,65.5,88,20.2,968,2009
Raiders,216,77,14,9,158,61,126,23,1023,2009
Rams,209,91,12,6,182,57.8,127,25.4,1016,2009
Chiefs,223,85,11,6,178,58.9,122,23,1062,2009
Jaguars,209,94,17,12,191,55.4,100,21.8,982,2009
Colts,231,104,19,6,203,54.6,106,22.7,1084,2009
Texans,201,79,21,9,175,50.9,91,23,974,2009
Titans,218,89,17,12,210,52,89,22.1,1038,2009
Packers,211,76,25,10,168,57.1,68,18.3,948,2009
Lions,210,85,15,10,213,57.4,95,20.7,1029,2009
Broncos,218,81,16,8,167,56,99,21.6,1007,2009
Cowboys,200,70,12,6,186,54.1,74,20.3,979,2009
Browns,221,86,20,10,189,60.4,120,23.7,1072,2009
Bengals,210,81,15,7,165,51.9,95,23.8,980,2009
Bears,226,93,13,6,186,54.5,105,22.5,1033,2009
Panthers,197,70,17,9,155,50.8,109,24.2,976,2009
Bills,240,97,26,14,157,53.2,134,25,1086,2009
Ravens,218,80,17,7,164,53.6,82,18.9,991,2009
Falcons,214,97,17,8,197,58.8,89,20.6,997,2009
Redskins,214,75,10,7,207,56.4,106,23.9,1051,2010
Buccaneers,213,92,17,9,171,55.7,118,26.6,991,2010
Seahawks,238,94,19,8,206,60.8,91,20.1,1074,2010
49ers,217,84,13,3,188,52.5,86,19.2,1033,2010
Chargers,208,70,28,12,153,53.7,77,19.1,939,2010
Steelers,209,70,16,10,182,50.1,61,18.3,974,2010
Cardinals,233,87,17,9,178,54.9,123,23.4,1092,2010
Eagles,209,80,12,5,185,59.9,91,21.5,998,2010
Jets,219,81,6,4,169,62.8,70,17.2,979,2010
Giants,208,66,17,9,159,51.6,88,22.6,974,2010
Saints,203,70,23,15,150,49,94,22.3,948,2010
Patriots,210,99,20,12,226,58.2,99,24.2,1056,2010
Vikings,213,87,10,5,178,53.5,87,20.9,977,2010
Dolphins,226,84,22,8,166,57.6,84,18.8,988,2010
Raiders,218,76,11,3,150,60.2,98,20.7,991,2010
Rams,221,74,12,6,191,58.2,88,21.8,1017,2010
Chiefs,223,84,20,7,186,58.3,88,21.6,1028,2010
Jaguars,189,78,18,8,197,59.9,98,23.6,948,2010
Colts,200,78,18,8,190,53.4,111,24.9,1010,2010
Texans,195,77,13,11,211,59.6,113,26.1,1010,2010
Titans,242,104,22,9,214,52.2,107,22.6,1139,2010
Packers,213,77,20,6,163,55.1,82,20.8,969,2010
Lions,198,77,12,5,187,56.7,98,22.1,1005,2010
Broncos,209,80,16,10,184,62,126,23.7,1056,2010
Cowboys,204,81,9,4,200,57.5,84,20.9,977,2010
Browns,224,96,15,11,195,63.1,102,20.2,1041,2010
Bengals,198,75,7,2,170,52.1,97,23.3,957,2010
Bears,216,75,13,6,183,50.4,88,22.8,1002,2010
Panthers,213,81,9,4,176,54,121,24.1,1060,2010
Bills,227,98,10,7,179,60.9,138,24.2,1071,2010
Ravens,229,87,12,6,187,53.6,79,20.6,1007,2010
Falcons,201,79,17,9,183,50.3,87,23.8,957,2010
Redskins,206,77,10,4,180,58.4,95,21.7,988,2011
Buccaneers,185,73,13,9,188,62.5,135,27.1,1002,2011
Seahawks,221,77,11,7,174,53.7,96,20.3,1049,2011
49ers,216,76,17,7,190,57.1,53,15,974,2011
Chargers,195,96,9,1,186,62.2,102,22.8,958,2011
Steelers,221,86,13,8,156,54,82,20.6,964,2011
Cardinals,226,71,8,4,174,51.2,118,24.8,1095,2011
Eagles,211,75,17,7,173,57.5,84,20.3,982,2011
Jets,211,69,10,1,167,60.7,83,18.4,993,2011
Giants,220,84,18,10,210,58.2,103,23.7,1072,2011
Saints,202,67,22,6,196,54.1,92,26.2,1010,2011
Patriots,202,87,19,8,245,63.5,101,24.9,1064,2011
Vikings,208,92,9,5,213,58,92,21,1027,2011
Dolphins,219,74,14,7,198,56.6,88,21.4,1043,2011
Raiders,219,92,14,4,206,63.6,105,24.4,1070,2011
Rams,216,83,8,5,166,56.7,122,23.9,1033,2011
Chiefs,210,72,16,7,169,65.8,96,18.9,991,2011
Jaguars,218,79,9,4,175,53.7,73,16.8,979,2011
Colts,216,98,6,3,193,55,136,25.2,1062,2011
Texans,212,76,13,6,166,59.5,73,19.3,960,2011
Titans,236,96,20,8,187,50.7,111,24.1,1080,2011
Packers,195,83,16,4,246,63.1,96,25.1,1049,2011
Lions,205,67,19,8,195,51.9,91,22.2,1055,2011
Broncos,218,73,9,3,182,54.7,101,20.7,1063,2011
Cowboys,204,81,11,4,199,59.2,78,20.3,972,2011
Browns,230,95,14,6,149,56.2,124,23.2,1035,2011
Bengals,220,78,11,4,170,53.3,94,22.1,1009,2011
Bears,229,80,17,7,199,52,75,19.5,1048,2011
Panthers,194,83,12,4,191,60.1,110,24.4,972,2011
Bills,189,75,13,9,196,61.1,120,25.7,1003,2011
Ravens,221,71,21,10,166,57.6,79,18.9,1002,2011
Falcons,211,93,11,6,186,54.7,87,23.4,965,2011
Redskins,215,95,14,8,223,56.7,89,24.5,1031,2012
Buccaneers,219,88,14,6,226,55.1,75,19.9,1031,2012
Seahawks,198,76,10,3,186,56.9,80,21.7,968,2012
49ers,215,71,25,14,178,52.8,72,17.7,1012,2012
Chargers,214,90,10,4,201,57.9,85,20.9,1012,2012
Steelers,206,73,11,8,169,56.5,78,19.9,951,2012
Cardinals,222,73,9,4,160,59.3,107,21.1,1041,2012
Eagles,203,83,10,2,178,61,108,22.5,994,2012
Jets,226,84,15,12,161,60.5,96,19.4,1019,2012
Giants,198,84,21,10,196,57.5,104,23.2,1016,2012
Saints,208,80,19,10,236,63.8,116,25.4,1089,2012
Patriots,205,82,23,9,207,56.1,100,24.1,1046,2012
Vikings,230,95,20,11,229,58.6,82,19.2,1083,2012
Dolphins,238,87,17,12,215,60.9,79,18.3,1073,2012
Raiders,212,83,14,8,180,51.9,95,21.4,995,2012
Rams,213,80,16,6,197,54.4,107,24.2,1041,2012
Chiefs,202,79,4,3,176,63.1,106,22,973,2012
Jaguars,215,89,9,4,194,56.9,133,24.4,1100,2012
Colts,197,75,7,3,190,56.9,102,23.8,995,2012
Texans,215,71,16,5,167,54.2,94,24.1,1015,2012
Titans,214,85,14,6,210,56.1,122,25.3,1086,2012
Packers,218,83,23,9,191,61,83,19.9,1033,2012
Lions,208,76,6,5,167,48.3,107,25.5,998,2012
Broncos,216,66,18,7,183,57,73,18.1,1015,2012
Cowboys,202,81,11,6,195,60.9,92,20.9,986,2012
Browns,223,85,11,7,203,53.7,104,22.8,1095,2012
Bengals,219,79,12,5,183,52.9,99,23.4,1034,2012
Bears,220,78,16,10,186,53.1,75,19.3,1021,2012
Panthers,202,73,19,10,195,52.6,98,23.6,1010,2012
Bills,209,92,12,6,182,59.5,136,28.9,1042,2012
Ravens,232,83,12,6,187,55.8,105,21.3,1086,2012
Falcons,200,81,13,6,189,56.1,99,24.1,991,2012
Redskins,194,66,17,12,204,60.5,102,23,993,2013
Buccaneers,204,80,14,8,190,54,95,21.7,1020,2013
Seahawks,216,76,11,4,156,50.5,83,19.7,990,2013
49ers,223,76,23,10,181,52.5,77,19.4,1020,2013
Chargers,180,70,13,6,208,57.1,98,26.1,959,2013
Steelers,230,91,20,9,174,52.9,106,24.5,1036,2013
Cardinals,221,78,16,6,208,56.7,68,18.4,1042,2013
Eagles,231,93,20,8,239,58.6,100,22.6,1150,2013
Jets,231,85,18,7,198,57.4,68,16.2,1048,2013
Giants,232,93,15,4,198,54.8,101,22.2,1089,2013
Saints,199,69,12,4,168,55.3,82,21.2,943,2013
Patriots,232,98,21,4,208,61.9,110,22.9,1118,2013
Vikings,231,102,18,11,247,58.9,101,22.8,1132,2013
Dolphins,238,91,15,8,192,55.8,114,23.6,1106,2013
Raiders,211,91,6,2,202,54,100,22.6,1029,2013
Rams,201,78,16,9,203,57.2,87,19.8,1014,2013
Chiefs,229,78,18,9,189,56.6,88,20.6,1067,2013
Jaguars,226,96,12,9,200,56.5,121,23.9,1089,2013
Colts,210,79,19,10,191,59,101,22.5,1026,2013
Texans,217,75,8,3,158,55.1,88,19.4,970,2013
Titans,201,69,11,7,191,55.5,108,24.2,1027,2013
Packers,204,78,17,10,190,57.2,116,26.9,1015,2013
Lions,211,64,12,9,197,58.3,62,16.4,982,2013
Broncos,218,83,15,4,208,58.3,90,21.4,1074,2013
Cowboys,210,91,18,9,231,57.3,122,27.9,1094,2013
Browns,244,109,9,4,197,54.3,103,22.3,1107,2013
Bengals,225,74,16,5,178,49.2,72,18.7,1042,2013
Bears,200,83,16,12,184,58.4,147,30.4,1021,2013
Panthers,212,76,11,3,178,47.5,70,19.9,975,2013
Bills,245,91,10,4,170,54.8,98,20.8,1089,2013
Ravens,233,78,14,8,176,56.1,79,18,1032,2013
Falcons,209,96,11,7,196,57.5,102,22.4,1003,2013
Redskins,207,89,9,5,195,56.5,77,18.3,976,2014
Buccaneers,213,93,9,5,223,57.6,103,22,1067,2014
Seahawks,202,75,14,8,175,55.9,70,18.4,924,2014
49ers,203,88,14,7,188,58,83,20.6,989,2014
Chargers,207,89,10,2,168,52.5,98,22.4,988,2014
Steelers,189,71,14,10,193,55.1,88,23.9,944,2014
Cardinals,215,81,13,5,195,53.4,77,19.4,1010,2014
Eagles,232,88,12,3,211,61.2,88,18.6,1113,2014
Jets,219,99,4,0,194,56.2,74,18.8,976,2014
Giants,200,72,10,4,187,57.7,112,25.6,1007,2014
Saints,215,99,8,4,205,60.1,111,25.1,1022,2014
Patriots,209,84,23,8,196,57.3,88,21,1033,2014
Vikings,217,90,14,9,189,53.5,100,22.2,1025,2014
Dolphins,223,98,22,13,194,57.4,99,21.9,1029,2014
Raiders,221,85,9,4,190,55.4,95,19.8,1041,2014
Rams,213,82,10,0,189,51.4,83,19.5,1005,2014
Chiefs,216,79,21,8,184,57.9,108,24.9,1024,2014
Jaguars,236,101,10,4,200,56.3,107,21.4,1085,2014
Colts,201,67,17,4,175,54.7,103,24.3,1007,2014
Texans,218,74,17,6,206,56.7,89,21.2,1077,2014
Titans,227,94,11,5,211,60.8,119,23.1,1099,2014
Packers,206,83,28,15,196,58.9,116,25.8,1054,2014
Lions,207,77,15,6,209,54.6,59,16.9,984,2014
Broncos,222,81,17,10,219,54.9,60,17.2,1031,2014
Cowboys,204,89,20,10,195,52.6,86,21.9,978,2014
Browns,239,90,18,11,184,54.9,126,25.2,1118,2014
Bengals,215,79,19,10,197,54,105,23.9,1067,2014
Bears,201,85,19,12,227,62,78,18.5,1008,2014
Panthers,210,89,11,5,193,53,91,22.9,999,2014
Bills,220,73,11,5,171,50.7,89,21.5,1027,2014
Ravens,221,89,14,5,205,53.7,75,19.2,1034,2014
Falcons,203,95,8,4,224,62.4,108,24,1038,2014
Redskins,207,78,20,11,202,57.1,103,25.4,1010,2015
Buccaneers,211,97,6,4,208,55,104,22.3,1044,2015
Seahawks,195,67,7,1,175,52.6,71,19.6,947,2015
49ers,210,82,11,6,199,53.1,128,25.4,1081,2015
Chargers,195,74,8,7,170,51.8,101,24.2,959,2015
Steelers,225,90,24,7,231,57.5,71,18.6,1055,2015
Cardinals,210,75,17,8,177,51.6,79,21.2,982,2015
Eagles,231,99,9,6,239,60.7,100,20.9,1148,2015
Jets,232,77,23,13,185,53.9,62,16.6,1013,2015
Giants,230,108,14,8,236,55.8,104,23.4,1105,2015
Saints,176,71,13,10,223,59.9,103,24.5,996,2015
Patriots,225,84,18,8,204,56.5,77,19.4,1042,2015
Vikings,206,71,22,11,189,52.6,94,22.9,1015,2015
Dolphins,221,96,12,4,203,58,112,22.3,1075,2015
Raiders,224,84,17,9,206,51,94,23.2,1085,2015
Rams,225,78,15,4,192,48.1,98,21.6,1091,2015
Chiefs,217,72,27,13,193,55.3,86,22.5,1037,2015
Jaguars,227,105,12,6,222,56.9,102,22,1102,2015
Colts,227,89,14,10,210,59.3,89,19.7,1072,2015
Texans,214,61,12,7,173,53.1,79,20.4,986,2015
Titans,216,92,12,4,192,60.2,101,21.9,1003,2015
Packers,220,79,21,10,183,57,96,22.9,1014,2015
Lions,200,82,8,5,191,53.1,96,22.4,999,2015
Broncos,227,80,14,5,162,47.1,81,19.9,1033,2015
Cowboys,208,81,10,5,172,52.1,113,24.5,998,2015
Browns,203,81,15,10,186,57.8,104,22.7,998,2015
Bengals,218,86,20,9,202,48.7,74,21.5,1032,2015
Bears,201,89,12,5,182,56.5,103,23.8,980,2015
Panthers,227,86,26,15,198,50.8,74,20.3,1058,2015
Bills,210,85,13,3,197,56.8,87,22.1,1017,2015
Ravens,216,86,9,4,189,54,80,19.1,1000,2015
Falcons,191,82,15,5,197,53.2,107,25.7,996,2015
Redskins,208,97,16,9,225,58.1,109,25.8,1050,2016
Buccaneers,195,67,10,8,203,58.5,102,23.9,1013,2016
Seahawks,212,82,20,6,180,54.4,94,21.3,1020,2016
49ers,226,102,7,4,187,58.1,140,25.5,1102,2016
Chargers,208,83,16,11,204,56,98,23.9,1025,2016
Steelers,214,88,21,11,184,48.3,95,25.7,997,2016
Cardinals,219,85,15,7,175,50.9,90,21.2,1019,2016
Eagles,205,82,18,8,177,53.2,89,22.8,978,2016
Jets,210,84,10,2,203,58.5,86,20.1,1000,2016
Giants,238,84,14,7,191,51.8,82,20.7,1062,2016
Saints,194,84,10,4,230,60.8,91,23,1008,2016
Patriots,206,76,18,7,190,51.6,81,22,998,2016
Vikings,206,80,14,3,186,56,87,21.5,993,2016
Dolphins,213,77,16,9,199,54.1,109,23.5,1088,2016
Raiders,198,78,15,4,188,57.3,94,22.3,987,2016
Rams,220,82,14,12,194,51.3,91,21.5,1037,2016
Chiefs,222,96,20,10,209,59.7,102,23.3,1063,2016
Jaguars,224,83,13,6,174,50.4,93,20.9,1030,2016
Colts,193,80,8,3,225,59.5,93,22.7,1024,2016
Texans,213,82,13,3,157,49.2,87,21.9,950,2016
Titans,210,77,22,12,227,58.5,70,19.7,1031,2016
Packers,199,82,18,12,227,61.4,80,21.3,987,2016
Lions,198,90,8,3,206,51.6,99,25.4,964,2016
Broncos,236,86,16,6,169,55.2,101,21,1076,2016
Cowboys,197,77,14,9,226,53.2,79,23.2,1009,2016
Browns,206,93,12,9,220,63.4,121,24.3,1067,2016
Bengals,217,86,19,9,196,52.4,95,23.1,1038,2016
Bears,210,85,14,10,188,55,99,22.2,1012,2016
Panthers,211,80,13,9,223,54.5,90,23.9,1035,2016
Bills,205,82,14,4,183,59.8,122,26.1,1018,2016
Ravens,214,75,16,11,190,51.5,74,19.3,993,2016
Falcons,213,89,25,18,232,55,95,25.7,1059,2016
Redskins,226,83,15,9,171,55.9,105,22.2,1045,2017
Buccaneers,216,104,9,2,202,54.4,102,23.2,1011,2017
Seahawks,222,85,15,7,181,55.7,90,19.9,1045,2017
49ers,221,95,12,10,198,57.6,108,22,1065,2017
Chargers,221,86,20,6,153,46.5,99,23,997,2017
Steelers,199,72,19,6,157,52.9,89,23.1,940,2017
Cardinals,224,80,16,7,187,54.5,68,16.7,1007,2017
Eagles,205,66,18,4,177,48.8,62,18.4,976,2017
Jets,221,82,11,5,191,58.1,88,18.9,1052,2017
Giants,222,88,17,5,189,54.5,101,21.8,1052,2017
Saints,212,87,12,4,172,52.3,92,22.7,1002,2017
Patriots,208,82,23,10,204,55.6,98,25.1,1022,2017
Vikings,202,51,23,9,168,51.9,59,16.2,956,2017
Dolphins,203,75,8,2,190,56,88,20.4,989,2017
Raiders,215,88,10,7,187,51.8,93,21.5,994,2017
Rams,227,86,15,9,181,55.9,86,20.6,1020,2017
Chiefs,207,83,17,9,204,62.8,112,25.3,1044,2017
Jaguars,220,74,13,6,143,49.5,91,21.2,993,2017
Colts,217,97,14,7,192,60,99,20.3,1026,2017
Texans,201,71,8,5,176,54.8,88,20,973,2017
Titans,214,78,16,10,231,62.6,68,17.1,1046,2017
Packers,208,89,10,8,211,60.6,95,20.5,1014,2017
Lions,194,74,15,8,205,56,110,25.5,1037,2017
Broncos,209,66,21,7,166,56.5,68,15.9,952,2017
Cowboys,210,90,13,4,181,48.8,96,23.8,1000,2017
Browns,224,91,10,5,189,52.5,95,20.3,1026,2017
Bengals,241,98,19,9,173,51.5,111,22.7,1091,2017
Bears,219,86,11,6,180,52.5,85,19.7,1003,2017
Panthers,206,78,20,7,187,53.3,69,19.5,953,2017
Bills,214,82,20,11,199,53.8,121,26,1066,2017
Ravens,222,82,16,6,179,53.8,87,20,1045,2017
Falcons,196,75,19,13,197,54.4,97,24.1,994,2017
Redskins,196,86,13,5,197,54.4,109,26.4,996,2018
Buccaneers,181,73,14,7,209,54,122,28.6,998,2018
Seahawks,183,64,13,6,201,56.6,91,24.9,955,2018
49ers,216,87,17,10,195,56.7,104,23.4,1023,2018
Chargers,202,79,20,11,178,50.7,101,25.6,981,2018
Steelers,197,72,13,7,200,55.2,84,22.8,987,2018
Cardinals,205,78,13,8,186,54.4,139,27.3,1065,2018
Eagles,201,71,19,11,215,51.6,71,21.4,1002,2018
Jets,213,72,14,9,201,54.8,104,23.6,1061,2018
Giants,206,87,17,14,205,56.6,103,23.2,1034,2018
Saints,189,78,29,14,224,58.3,72,20.2,978,2018
Patriots,197,76,16,6,208,56.2,93,25.3,1002,2018
Vikings,190,58,19,9,160,50.8,107,24.3,993,2018
Dolphins,196,84,15,6,195,58.2,116,23.9,1024,2018
Raiders,201,93,12,8,178,59.5,108,22.5,973,2018
Rams,188,70,15,9,185,53.3,101,26.2,960,2018
Chiefs,193,80,27,18,247,60.8,129,30.4,1109,2018
Jaguars,212,80,12,3,162,51.9,89,20.5,970,2018
Colts,200,82,15,7,203,52.9,87,21,995,2018
Texans,227,91,20,12,200,51.9,76,19.7,1022,2018
Titans,205,75,20,11,182,54,98,22.8,1001,2018
Packers,212,79,18,12,199,59.2,100,22.4,1017,2018
Lions,186,69,17,9,191,59.1,88,21.8,942,2018
Broncos,211,82,11,6,197,55.8,85,19.8,1022,2018
Cowboys,201,85,14,6,193,52.6,89,22.3,981,2018
Browns,210,75,20,13,216,55,130,28.3,1122,2018
Bengals,223,109,17,11,221,56.8,125,26.8,1084,2018
Bears,219,75,28,16,186,49.3,67,19.8,1004,2018
Panthers,183,73,17,10,185,52.4,110,28.6,948,2018
Bills,203,74,11,6,157,50.2,111,25.2,968,2018
Ravens,211,72,20,10,174,51.6,82,23.2,974,2018
Falcons,195,95,13,10,226,56.8,115,28.1,1031,2018
Redskins,227,111,19,12,200,53.9,120,24.3,1079,2019
Buccaneers,218,75,27,13,222,54.4,70,19.3,1073,2019
Seahawks,185,71,12,7,224,58.5,97,25,1014,2019
49ers,192,64,25,8,150,47.2,105,26.2,968,2019
Chargers,195,88,13,8,156,47.6,101,23.5,923,2019
Steelers,209,76,21,10,164,52.2,110,23.8,1030,2019
Cardinals,214,100,14,3,243,57.7,94,21.4,1080,2019
Eagles,205,70,18,11,185,53.2,76,21.5,967,2019
Jets,225,88,12,3,187,51.5,75,18,1037,2019
Giants,216,86,14,8,211,57.2,100,21.3,1061,2019
Saints,210,73,25,11,197,53.1,71,20.6,999,2019
Patriots,195,47,22,8,150,49.5,72,19.7,948,2019
Vikings,214,85,29,16,215,54.6,78,19.3,1053,2019
Dolphins,194,81,13,8,214,62.2,113,23.3,1053,2019
Raiders,190,81,13,9,201,59.6,91,22.5,963,2019
Rams,218,86,24,14,194,55.7,100,22.5,1056,2019
Chiefs,202,75,31,16,190,54,115,27.6,1043,2019
Jaguars,190,79,11,5,193,59,114,26.2,999,2019
Colts,199,85,19,8,207,52.5,93,24.3,986,2019
Texans,202,98,16,7,220,58.7,98,24.3,1020,2019
Titans,204,74,25,10,213,55.2,95,22.9,1056,2019
Packers,197,75,18,8,191,58.6,99,24.1,998,2019
Lions,214,94,15,7,232,60.9,94,20.7,1094,2019
Broncos,211,79,19,9,175,50.3,96,22.5,1003,2019
Cowboys,201,67,22,10,188,50.8,101,24.8,1015,2019
Browns,195,74,17,6,184,57.9,124,26.8,1014,2019
Bengals,209,89,10,5,183,59.4,124,24.6,1034,2019
Bears,209,76,23,13,190,52.5,86,20.8,1017,2019
Panthers,193,77,9,6,197,56.8,128,28.8,1042,2019
Bills,212,76,21,8,169,48.6,93,24,985,2019
Ravens,194,72,18,6,163,51.3,74,21.8,921,2019
Falcons,193,77,20,12,192,54.7,108,25.7,985,2019
