Team,Att,Cmp,Cmp %,Yds/Att,Pass Yds,TD,INT,Rate,1st,1st%,Sck,SckY,Year,Att_Rush,Rush Yds,YPC,Rush_TD,Rush 1st,Rush 1st%,Rush FUM,Yds/Rec,Rec_TD,Rec FUM,Scrm Plys,3rd_Conv%,4th Conv%,W,L,T,Win pct
Dolphins,546,316,57.9,6.6,3582,23,16,79.5,176,32.2,24,187,1998,458,1535,3.4,10,73,15.9,11,11.3,23,4,1028,0.3584070796460177,0.5,10,6,0,0.625
Raiders,519,282,54.3,6.8,3534,21,25,69.2,156,30.1,67,446,1998,449,1727,3.8,6,89,19.8,10,12.5,21,6,1035,0.31555555555555553,0.46153846153846156,8,8,0,0.5
Rams,556,314,56.5,6.1,3381,12,18,68.2,164,29.5,47,294,1998,395,1385,3.5,17,81,20.5,14,10.8,12,3,998,0.34684684684684686,0.5625,4,12,0,0.25
Chiefs,543,305,56.2,6.4,3472,15,18,70.9,153,28.2,36,212,1998,433,1548,3.6,19,103,23.8,13,11.4,15,10,1012,0.3181818181818182,0.52,7,9,0,0.4375
Jaguars,463,269,58.1,7.2,3343,24,12,87.1,153,33.0,39,231,1998,487,2102,4.3,19,111,22.8,8,12.4,24,4,989,0.42727272727272725,0.5,11,5,0,0.6875
Colts,576,326,56.6,6.5,3739,26,28,71.1,190,33.0,22,109,1998,384,1486,3.9,7,77,20.1,4,11.5,26,0,982,0.35148514851485146,0.4,3,13,0,0.1875
Oilers,519,305,58.8,6.7,3482,16,10,81.3,171,32.9,35,191,1998,462,1970,4.3,12,118,25.5,9,11.4,16,2,1016,0.4,0.36363636363636365,8,8,0,0.5
Packers,575,361,62.8,7.5,4340,33,23,88.3,210,36.5,39,230,1998,447,1526,3.4,7,93,20.8,6,12.0,33,6,1061,0.4541284403669725,0.38461538461538464,11,5,0,0.6875
Lions,489,274,56.0,6.9,3398,17,13,78.2,160,32.7,45,268,1998,441,1955,4.4,12,94,21.3,6,12.4,17,2,975,0.3412322274881517,0.5,5,11,0,0.3125
Broncos,491,290,59.1,7.8,3808,32,14,93.5,186,37.9,25,184,1998,525,2468,4.7,26,135,25.7,5,13.1,32,2,1041,0.43478260869565216,0.4,14,2,0,0.875
Cowboys,474,279,58.9,7.5,3546,17,8,87.2,154,32.5,19,110,1998,499,2014,4.0,21,125,25.1,6,12.7,17,3,992,0.36893203883495146,0.6666666666666666,10,6,0,0.625
Bengals,521,307,58.9,6.8,3545,20,12,82.7,148,28.4,53,360,1998,405,1639,4.0,7,92,22.7,5,11.5,20,4,979,0.3392857142857143,0.3793103448275862,3,13,0,0.1875
Bears,494,284,57.5,6.6,3277,16,13,77.5,154,31.2,31,224,1998,454,1713,3.8,9,89,19.6,9,11.5,16,9,979,0.3488372093023256,0.44,4,12,0,0.25
Panthers,507,292,57.6,7.1,3624,25,18,81.5,171,33.7,54,302,1998,405,1458,3.6,11,68,16.8,16,12.4,25,6,966,0.37037037037037035,0.47619047619047616,4,12,0,0.25
Bills,461,269,58.4,7.9,3621,28,14,91.0,176,38.2,41,241,1998,531,2161,4.1,13,115,21.7,10,13.5,28,1,1033,0.4429223744292237,0.375,10,6,0,0.625
Ravens,477,272,57.0,6.6,3152,16,15,75.2,140,29.4,41,283,1998,408,1629,4.0,7,86,21.1,8,11.6,16,7,926,0.30917874396135264,0.4,6,10,0,0.375
Falcons,424,237,55.9,8.8,3744,28,15,92.7,175,41.3,53,358,1998,516,2101,4.1,18,111,21.5,8,15.8,28,4,993,0.41708542713567837,0.3333333333333333,14,2,0,0.875
Redskins,537,324,60.3,7.7,4112,26,14,89.5,183,34.1,31,186,1999,463,2039,4.4,23,121,26.1,8,12.7,26,8,1031,0.3793103448275862,0.5,10,6,0,0.625
Buccaneers,447,268,60.0,6.2,2781,18,16,76.5,132,29.5,42,303,1999,502,1776,3.5,7,97,19.3,10,10.4,18,1,991,0.3521739130434783,0.4666666666666667,11,5,0,0.6875
Seahawks,525,288,54.9,6.9,3629,25,16,79.8,179,34.1,38,232,1999,408,1408,3.5,5,65,15.9,12,12.6,25,5,971,0.3238095238095238,0.25,9,7,0,0.5625
49ers,560,324,57.9,6.3,3526,14,19,70.7,172,30.7,34,241,1999,418,2095,5.0,14,102,24.4,9,10.9,14,5,1012,0.33980582524271846,0.34782608695652173,4,12,0,0.25
Chargers,583,332,56.9,6.2,3627,12,24,65.2,171,29.3,46,284,1999,410,1246,3.0,10,69,16.8,11,10.9,12,4,1039,0.3677685950413223,0.42857142857142855,8,8,0,0.5
Steelers,535,301,56.3,5.8,3118,19,18,71.1,159,29.7,37,235,1999,495,1991,4.0,14,111,22.4,8,10.4,19,3,1067,0.38461538461538464,0.2916666666666667,6,10,0,0.375
Cardinals,558,287,51.4,5.5,3085,11,30,52.2,150,26.9,45,282,1999,396,1207,3.0,13,77,19.4,9,10.7,11,7,999,0.3257918552036199,0.23529411764705882,6,10,0,0.375
Eagles,474,235,49.6,5.1,2405,18,18,61.4,123,25.9,49,321,1999,424,1746,4.1,5,76,17.9,10,10.2,18,2,947,0.31092436974789917,0.6666666666666666,5,11,0,0.3125
Jets,476,272,57.1,6.3,3001,22,16,77.4,139,29.2,37,210,1999,486,1961,4.0,7,111,22.8,9,11.0,22,1,999,0.34513274336283184,0.44,8,8,0,0.5
Giants,602,350,58.1,6.7,4015,17,20,73.9,197,32.7,42,296,1999,431,1408,3.3,11,87,20.2,13,11.5,17,3,1075,0.3620689655172414,0.631578947368421,7,9,0,0.4375
Saints,553,288,52.1,6.5,3598,16,30,59.6,159,28.8,41,305,1999,461,1690,3.7,9,97,21.0,15,12.5,16,2,1055,0.33636363636363636,0.36363636363636365,3,13,0,0.1875
Patriots,540,305,56.5,7.4,3985,19,21,75.4,184,34.1,56,349,1999,425,1426,3.4,9,72,16.9,11,13.1,19,4,1021,0.3542600896860987,0.3076923076923077,8,8,0,0.5
Vikings,530,316,59.6,8.1,4318,32,21,89.3,192,36.2,43,329,1999,422,1804,4.3,13,96,22.7,7,13.7,32,4,995,0.4362745098039216,0.5454545454545454,10,6,0,0.625
Dolphins,589,329,55.9,6.3,3736,20,21,71.5,188,31.9,37,251,1999,445,1453,3.3,8,81,18.2,6,11.4,20,6,1071,0.3389830508474576,0.5714285714285714,9,7,0,0.5625
Raiders,520,306,58.8,7.4,3850,24,14,86.1,196,37.7,49,241,1999,488,2084,4.3,18,110,22.5,7,12.6,24,2,1057,0.39351851851851855,0.875,8,8,0,0.5
Rams,530,343,64.7,8.6,4580,42,15,106.6,207,39.1,33,227,1999,431,2059,4.8,13,102,23.7,9,13.4,42,5,994,0.4690721649484536,0.625,13,3,0,0.8125
Chiefs,502,295,58.8,6.8,3409,22,15,81.5,164,32.7,26,170,1999,521,2082,4.0,14,108,20.7,7,11.6,22,4,1049,0.3950617283950617,0.5454545454545454,9,7,0,0.5625
Jaguars,535,320,59.8,6.9,3716,16,11,82.3,194,36.3,36,221,1999,514,2091,4.1,20,116,22.6,7,11.6,16,3,1085,0.4,0.5,14,2,0,0.875
Colts,546,338,61.9,7.7,4182,26,17,88.5,200,36.6,14,116,1999,419,1660,4.0,15,89,21.2,11,12.4,26,8,979,0.3924731182795699,0.3333333333333333,13,3,0,0.8125
Titans,527,304,57.7,6.9,3622,23,13,83.1,167,31.7,25,137,1999,459,1811,3.9,19,109,23.7,9,11.9,23,2,1011,0.3824884792626728,0.5833333333333334,13,3,0,0.8125
Packers,605,344,56.9,6.8,4132,23,23,74.8,196,32.4,36,232,1999,386,1519,3.9,13,87,22.5,8,12.0,23,6,1027,0.3684210526315789,0.2222222222222222,8,8,0,0.5
Lions,558,326,58.4,7.3,4074,22,14,83.9,179,32.1,64,388,1999,356,1245,3.5,8,67,18.8,7,12.5,22,3,978,0.36486486486486486,0.35294117647058826,8,8,0,0.5
Broncos,554,319,57.6,6.6,3646,16,18,73.6,168,30.3,34,227,1999,465,1864,4.0,13,107,23.0,15,11.4,16,1,1053,0.36681222707423583,0.42857142857142855,6,10,0,0.375
Cowboys,507,295,58.2,6.5,3278,20,13,80.0,139,27.4,24,151,1999,493,2051,4.2,16,129,26.2,11,11.1,20,2,1024,0.3515981735159817,0.35294117647058826,8,8,0,0.5
Browns,492,271,55.1,6.1,2997,19,15,73.5,134,27.2,60,385,1999,313,1150,3.7,9,64,20.4,11,11.1,19,2,865,0.29064039408866993,0.6923076923076923,2,14,0,0.125
Bengals,548,300,54.7,6.4,3504,18,18,71.6,161,29.4,49,278,1999,442,2051,4.6,11,111,25.1,13,11.7,18,1,1039,0.39574468085106385,0.30434782608695654,4,12,0,0.25
Bears,684,404,59.1,6.4,4352,25,22,76.6,203,29.7,38,216,1999,396,1387,3.5,4,82,20.7,12,10.8,25,7,1118,0.3684210526315789,0.4074074074074074,6,10,0,0.375
Panthers,575,345,60.0,7.7,4447,36,15,94.3,208,36.2,51,286,1999,356,1525,4.3,12,78,21.9,8,12.9,36,3,982,0.38308457711442784,0.5,8,8,0,0.5
Bills,513,290,56.5,6.8,3478,21,16,78.1,173,33.7,27,185,1999,519,2040,3.9,12,117,22.5,10,12.0,21,1,1059,0.40789473684210525,0.5238095238095238,11,5,0,0.6875
Ravens,546,270,49.5,6.2,3360,21,20,66.5,148,27.1,56,336,1999,431,1754,4.1,9,87,20.2,2,12.4,21,4,1033,0.2838427947598253,0.2727272727272727,8,8,0,0.5
Redskins,561,343,61.1,6.9,3892,18,21,77.0,185,33.0,32,244,2000,445,1748,3.9,14,98,22.0,6,11.3,18,4,1038,0.39436619718309857,0.4,8,8,0,0.5
Buccaneers,433,237,54.7,6.5,2824,18,13,76.2,144,33.3,38,241,2000,490,2066,4.2,18,111,22.7,6,11.9,18,2,961,0.3333333333333333,0.4166666666666667,10,6,0,0.625
Seahawks,507,308,60.7,6.3,3198,21,21,75.5,168,33.1,46,238,2000,403,1720,4.3,10,98,24.3,18,10.4,21,4,956,0.40487804878048783,0.5,6,10,0,0.375
49ers,583,366,62.8,7.5,4400,32,10,97.0,211,36.2,25,161,2000,416,1801,4.3,15,98,23.6,8,12.0,32,6,1024,0.4158415841584158,0.5,6,10,0,0.375
Chargers,578,311,53.8,6.1,3540,19,30,61.8,156,27.0,53,302,2000,351,1062,3.0,7,63,17.9,16,11.4,19,3,982,0.3287671232876712,0.21428571428571427,1,15,0,0.0625
Steelers,439,217,49.4,6.2,2738,12,10,68.9,128,29.2,43,220,2000,527,2248,4.3,19,124,23.5,9,12.6,12,4,1009,0.37554585152838427,0.5,9,7,0,0.5625
Cardinals,554,316,57.0,6.3,3478,16,24,67.4,156,28.2,35,228,2000,343,1278,3.7,6,71,20.7,12,11.0,16,6,932,0.3768844221105528,0.2962962962962963,3,13,0,0.1875
Eagles,575,331,57.6,5.9,3386,21,15,75.9,182,31.7,45,262,2000,397,1882,4.7,13,88,22.2,9,10.2,21,3,1017,0.4017857142857143,0.6363636363636364,11,5,0,0.6875
Jets,637,352,55.3,6.3,4023,23,29,67.5,192,30.1,20,99,2000,418,1471,3.5,11,84,20.1,7,11.4,23,2,1075,0.38197424892703863,0.6470588235294118,9,7,0,0.5625
Giants,529,311,58.8,6.8,3610,22,13,83.1,195,36.9,28,243,2000,507,2009,4.0,16,100,19.7,8,11.6,22,6,1064,0.4017467248908297,0.4666666666666667,12,4,0,0.75
Saints,497,298,60.0,7.2,3573,22,15,84.2,169,34.0,39,244,2000,505,2068,4.1,14,117,23.2,13,12.0,22,4,1041,0.42731277533039647,0.5882352941176471,10,6,0,0.625
Patriots,565,328,58.1,6.1,3461,18,15,75.5,172,30.4,48,280,2000,424,1390,3.3,9,80,18.9,12,10.6,18,5,1037,0.3504273504273504,0.5,5,11,0,0.3125
Vikings,495,307,62.0,8.1,4019,33,18,94.7,193,39.0,35,187,2000,428,2129,5.0,14,107,25.0,10,13.1,33,5,958,0.4574468085106383,0.6153846153846154,11,5,0,0.6875
Dolphins,421,243,57.7,6.5,2720,15,17,72.2,122,29.0,28,153,2000,496,1894,3.8,16,104,21.0,8,11.2,15,2,945,0.35046728971962615,0.6666666666666666,11,5,0,0.6875
Raiders,475,284,59.8,7.2,3430,28,11,92.0,177,37.3,28,124,2000,520,2470,4.8,23,128,24.6,8,12.1,28,2,1023,0.4320388349514563,0.375,12,4,0,0.75
Rams,587,380,64.7,9.4,5492,37,23,99.7,247,42.1,44,260,2000,383,1843,4.8,26,112,29.2,3,14.5,37,5,1014,0.47513812154696133,0.6153846153846154,10,6,0,0.625
Chiefs,582,342,58.8,7.6,4408,29,15,88.5,207,35.6,34,259,2000,383,1465,3.8,12,84,21.9,7,12.9,29,6,999,0.36764705882352944,0.3076923076923077,7,9,0,0.4375
Jaguars,545,333,61.1,7.2,3947,22,15,85.2,193,35.4,54,289,2000,481,2032,4.2,18,109,22.7,11,11.9,22,7,1080,0.425531914893617,0.35714285714285715,7,9,0,0.4375
Colts,571,357,62.5,7.7,4413,33,15,94.7,213,37.3,20,131,2000,435,1859,4.3,14,111,25.5,7,12.4,33,4,1026,0.46766169154228854,0.9,10,6,0,0.625
Titans,462,286,61.9,7.4,3430,18,16,83.2,167,36.1,27,164,2000,547,2084,3.8,14,107,19.6,12,12.0,18,5,1036,0.42543859649122806,0.36363636363636365,13,3,0,0.8125
Packers,600,348,58.0,6.5,3916,21,16,78.2,197,32.8,34,238,2000,404,1643,4.1,13,88,21.8,8,11.3,21,9,1038,0.38990825688073394,0.5833333333333334,9,7,0,0.5625
Lions,503,277,55.1,5.9,2992,14,19,66.3,143,28.4,53,317,2000,448,1747,3.9,15,101,22.5,8,10.8,14,3,1004,0.32142857142857145,0.46153846153846156,9,7,0,0.5625
Broncos,569,354,62.2,7.8,4464,28,12,94.2,223,39.2,30,221,2000,516,2311,4.5,21,124,24.0,9,12.6,28,1,1115,0.44495412844036697,0.5294117647058824,11,5,0,0.6875
Cowboys,445,255,57.3,6.2,2771,14,21,66.6,128,28.8,35,249,2000,463,1953,4.2,15,116,25.1,12,10.9,14,3,943,0.358974358974359,0.5555555555555556,5,11,0,0.3125
Browns,483,278,57.6,5.6,2728,9,19,63.4,110,22.8,40,283,2000,336,1085,3.2,7,53,15.8,5,9.8,9,6,859,0.2761904761904762,0.3157894736842105,3,13,0,0.1875
Bengals,454,207,45.6,4.9,2219,6,14,52.0,109,24.0,52,273,2000,495,2314,4.7,13,119,24.0,12,10.7,6,2,1001,0.3392070484581498,0.4,4,12,0,0.25
Bears,542,304,56.1,5.5,3005,12,16,67.0,143,26.4,34,200,2000,417,1736,4.2,6,89,21.3,12,9.9,12,5,993,0.30180180180180183,0.44,5,11,0,0.3125
Panthers,566,340,60.1,6.8,3850,19,19,77.7,201,35.5,69,382,2000,363,1186,3.3,7,63,17.4,3,11.3,19,6,998,0.3939393939393939,0.5714285714285714,7,9,0,0.4375
Bills,546,312,57.1,7.2,3936,20,10,84.3,174,31.9,59,360,2000,475,1922,4.0,11,111,23.4,9,12.6,20,7,1080,0.3724696356275304,0.75,8,8,0,0.5
Ravens,504,287,56.9,6.2,3102,20,19,72.7,156,31.0,43,287,2000,511,2199,4.3,9,116,22.7,8,10.8,20,4,1058,0.4025423728813559,0.16666666666666666,12,4,0,0.75
Redskins,432,235,54.4,6.3,2716,13,13,71.1,122,28.2,38,229,2001,490,1948,4.0,10,104,21.2,19,11.6,13,2,960,0.3542600896860987,0.3076923076923077,8,8,0,0.5
Buccaneers,592,362,61.1,6.1,3621,13,12,77.4,189,31.9,47,298,2001,407,1371,3.4,17,84,20.6,3,10.0,13,4,1046,0.3508771929824561,0.6470588235294118,9,7,0,0.5625
Seahawks,462,258,55.8,6.8,3164,15,12,77.2,140,30.3,49,328,2001,469,1936,4.1,15,107,22.8,9,12.3,15,3,980,0.3615023474178404,0.47058823529411764,9,7,0,0.5625
49ers,506,318,62.8,7.0,3559,32,12,95.0,184,36.4,26,114,2001,509,2244,4.4,16,121,23.8,10,11.2,32,3,1041,0.4460093896713615,0.5294117647058824,12,4,0,0.75
Chargers,548,309,56.4,6.7,3685,16,18,73.1,177,32.3,27,180,2001,435,1695,3.9,13,92,21.1,10,11.9,16,6,1010,0.3574660633484163,0.75,5,11,0,0.3125
Steelers,454,274,60.4,7.3,3295,16,12,83.4,150,33.0,31,182,2001,580,2774,4.8,17,148,25.5,16,12.0,16,3,1065,0.45689655172413796,0.5,13,3,0,0.8125
Cardinals,526,304,57.8,6.9,3653,18,14,79.5,177,33.7,29,204,2001,400,1449,3.6,10,77,19.3,14,12.0,18,4,955,0.29081632653061223,0.5,7,9,0,0.4375
Eagles,522,300,57.5,6.6,3427,27,14,83.4,146,28.0,40,282,2001,412,1778,4.3,6,90,21.8,6,11.4,27,3,974,0.3090909090909091,0.6923076923076923,11,5,0,0.6875
Jets,464,272,58.6,6.2,2871,17,14,76.4,151,32.5,19,130,2001,445,2054,4.6,11,105,23.6,10,10.6,17,1,928,0.38,0.5,10,6,0,0.625
Giants,568,327,57.6,6.6,3764,19,16,77.1,189,33.3,36,206,2001,424,1777,4.2,11,93,21.9,19,11.5,19,5,1028,0.35454545454545455,0.46153846153846156,7,9,0,0.4375
Saints,562,313,55.7,6.8,3844,27,22,76.7,184,32.7,50,330,2001,419,1712,4.1,8,87,20.8,16,12.3,27,5,1031,0.3920704845814978,0.3333333333333333,7,9,0,0.4375
Patriots,482,306,63.5,6.9,3326,21,15,85.3,163,33.8,46,237,2001,473,1793,3.8,15,101,21.4,12,10.9,21,3,1001,0.4117647058823529,0.4117647058823529,11,5,0,0.6875
Vikings,555,335,60.4,6.9,3854,23,23,77.9,179,32.3,47,278,2001,376,1609,4.3,10,88,23.4,11,11.5,23,5,978,0.41904761904761906,0.4444444444444444,5,11,0,0.3125
Dolphins,453,275,60.7,7.4,3335,20,19,80.6,154,34.0,27,178,2001,473,1664,3.5,14,95,20.1,8,12.1,20,7,953,0.413953488372093,0.6428571428571429,11,5,0,0.6875
Raiders,553,364,65.8,7.0,3862,27,9,95.5,195,35.3,27,155,2001,450,1654,3.7,14,102,22.7,9,10.6,27,2,1030,0.3875598086124402,0.6153846153846154,10,6,0,0.625
Rams,551,379,68.8,8.9,4903,37,22,102.2,236,42.8,40,240,2001,416,2027,4.9,20,104,25.0,11,12.9,37,11,1007,0.5,0.7272727272727273,14,2,0,0.875
Chiefs,528,300,56.8,7.3,3863,17,24,71.7,178,33.7,39,198,2001,448,2008,4.5,16,119,26.6,7,12.9,17,3,1015,0.358974358974359,0.3125,6,10,0,0.375
Jaguars,534,321,60.1,6.9,3670,20,14,82.4,181,33.9,63,430,2001,372,1600,4.3,11,85,22.8,8,11.4,20,5,969,0.35353535353535354,0.25,6,10,0,0.375
Colts,557,349,62.7,7.6,4227,27,23,84.9,206,37.0,30,238,2001,438,1966,4.5,16,110,25.1,10,12.1,27,4,1025,0.4146341463414634,0.625,6,10,0,0.375
Titans,515,307,59.6,7.5,3867,23,17,84.2,179,34.8,43,309,2001,468,1794,3.8,12,87,18.6,13,12.6,23,0,1026,0.4206008583690987,0.13333333333333333,7,9,0,0.4375
Packers,510,314,61.6,7.7,3921,32,15,94.1,187,36.7,22,151,2001,410,1693,4.1,11,72,17.6,13,12.5,32,2,942,0.36548223350253806,0.5,12,4,0,0.75
Lions,609,343,56.3,6.5,3969,18,24,69.6,184,30.2,66,373,2001,351,1398,4.0,8,74,21.1,4,11.6,18,4,1026,0.34234234234234234,0.48,2,14,0,0.125
Broncos,511,312,61.1,6.3,3208,26,19,80.6,174,34.1,42,268,2001,481,1877,3.9,7,106,22.0,8,10.3,26,6,1034,0.3789954337899543,0.4,8,8,0,0.5
Cowboys,413,210,50.8,5.8,2408,14,20,59.9,110,26.6,34,190,2001,505,2184,4.3,8,114,22.6,10,11.5,14,1,952,0.3302325581395349,0.25,5,11,0,0.3125
Browns,466,279,59.9,6.8,3154,18,21,74.3,139,29.8,51,353,2001,417,1351,3.2,8,78,18.7,10,11.3,18,5,934,0.3238095238095238,0.5,7,9,0,0.4375
Bengals,602,322,53.5,5.5,3291,12,26,58.1,176,29.2,28,203,2001,441,1712,3.9,11,96,21.8,12,10.2,12,3,1071,0.38271604938271603,0.2608695652173913,6,10,0,0.375
Bears,528,315,59.7,5.8,3072,20,16,76.0,153,29.0,17,120,2001,475,1742,3.7,12,100,21.1,6,9.8,20,4,1020,0.3288888888888889,0.47619047619047616,13,3,0,0.8125
Panthers,579,314,54.2,5.4,3098,12,22,60.6,144,24.9,32,216,2001,354,1372,3.9,9,68,19.2,11,9.9,12,5,965,0.3059360730593607,0.23809523809523808,1,15,0,0.0625
Bills,557,327,58.7,6.7,3722,18,20,74.7,180,32.3,46,271,2001,406,1686,4.2,9,75,18.5,7,11.4,18,4,1009,0.3456221198156682,0.5,3,13,0,0.1875
Ravens,557,320,57.5,6.5,3595,18,20,72.7,180,32.3,40,281,2001,483,1810,3.7,11,92,19.0,15,11.2,18,3,1080,0.3565217391304348,0.23076923076923078,10,6,0,0.625
Redskins,559,300,53.7,6.3,3523,24,20,72.5,165,29.5,38,269,2002,442,1889,4.3,10,107,24.2,9,11.7,24,7,1039,0.39819004524886875,0.52,7,9,0,0.4375
Buccaneers,567,348,61.4,6.5,3665,23,10,86.3,172,30.3,41,220,2002,414,1557,3.8,6,90,21.7,6,10.5,23,5,1022,0.35585585585585583,0.6666666666666666,12,4,0,0.75
Seahawks,587,361,61.5,7.3,4257,19,16,83.0,208,35.4,33,179,2002,430,1740,4.0,17,104,24.2,6,11.8,19,9,1050,0.4305555555555556,0.2857142857142857,7,9,0,0.4375
49ers,571,354,62.0,6.3,3576,23,10,86.0,182,31.9,22,119,2002,489,2244,4.6,16,141,28.8,6,10.1,23,3,1082,0.522633744855967,0.6153846153846154,10,6,0,0.625
Chargers,538,324,60.2,6.3,3368,17,16,76.5,166,30.9,24,180,2002,466,2137,4.6,19,117,25.1,3,10.4,17,6,1028,0.37142857142857144,0.3333333333333333,8,8,0,0.5
Steelers,551,350,63.5,7.3,4036,26,22,84.6,200,36.3,34,204,2002,512,2120,4.1,15,119,23.2,8,11.5,26,6,1097,0.42152466367713004,0.6086956521739131,10,5,1,0.65625
Cardinals,548,291,53.1,5.5,3038,18,22,63.7,148,27.0,41,298,2002,414,1823,4.4,10,94,22.7,14,10.4,18,1,1003,0.43043478260869567,0.3076923076923077,5,11,0,0.3125
Eagles,548,318,58.0,6.6,3606,27,11,85.9,164,29.9,36,222,2002,489,2220,4.5,15,124,25.4,11,11.3,27,7,1073,0.38961038961038963,0.5,12,4,0,0.75
Jets,485,329,67.8,7.5,3619,25,10,98.3,190,39.2,32,201,2002,400,1618,4.0,12,86,21.5,5,11.0,25,4,917,0.40425531914893614,0.3333333333333333,9,7,0,0.5625
Giants,549,338,61.6,7.5,4103,19,14,85.4,195,35.5,24,152,2002,486,1875,3.9,14,95,19.5,14,12.1,19,9,1059,0.39436619718309857,0.35714285714285715,10,6,0,0.625
Saints,538,291,54.1,6.8,3685,27,15,80.8,169,31.4,37,244,2002,426,1764,4.1,16,91,21.4,8,12.7,27,5,1001,0.4107142857142857,0.6153846153846154,9,7,0,0.5625
Patriots,605,374,61.8,6.2,3767,28,14,85.3,184,30.4,31,190,2002,395,1508,3.8,9,99,25.1,8,10.1,28,5,1031,0.42727272727272725,0.45,9,7,0,0.5625
Vikings,558,337,60.4,7.1,3951,19,23,76.1,191,34.2,49,266,2002,473,2507,5.3,26,139,29.4,13,11.7,19,5,1080,0.44019138755980863,0.47058823529411764,6,10,0,0.375
Dolphins,455,271,59.6,6.7,3069,18,15,79.3,155,34.1,25,179,2002,530,2502,4.7,24,139,26.2,13,11.3,18,6,1010,0.38190954773869346,0.3,9,7,0,0.5625
Raiders,619,418,67.5,7.6,4689,26,10,97.2,226,36.5,36,214,2002,414,1762,4.3,21,113,27.3,4,11.2,26,4,1069,0.45320197044334976,0.7,11,5,0,0.6875
Rams,635,408,64.3,7.1,4480,24,27,79.9,219,34.5,46,326,2002,343,1405,4.1,11,76,22.2,7,11.0,24,6,1024,0.3932038834951456,0.6,7,9,0,0.4375
Chiefs,477,292,61.2,7.9,3763,27,13,93.5,179,37.5,26,141,2002,462,2378,5.1,26,140,30.3,3,12.9,27,0,965,0.41621621621621624,0.6,8,8,0,0.5
Jaguars,462,268,58.0,6.5,3019,18,9,82.5,156,33.8,42,257,2002,455,2089,4.6,19,105,23.1,5,11.3,18,1,959,0.34299516908212563,0.6923076923076923,6,10,0,0.375
Colts,591,392,66.3,7.1,4200,27,19,88.8,213,36.0,23,145,2002,434,1561,3.6,12,93,21.4,5,10.7,27,10,1048,0.44933920704845814,0.7647058823529411,10,6,0,0.625
Texans,447,235,52.6,5.9,2636,11,15,64.7,119,26.6,76,411,2002,424,1347,3.2,6,59,13.9,17,11.2,11,1,947,0.2576419213973799,0.35714285714285715,4,12,0,0.25
Titans,500,306,61.2,6.9,3441,22,15,83.9,182,36.4,21,121,2002,511,1952,3.8,16,112,21.9,4,11.2,22,5,1032,0.4351851851851852,0.5625,11,5,0,0.6875
Packers,580,361,62.2,6.6,3823,29,16,86.6,197,34.0,27,196,2002,451,1933,4.3,12,94,20.8,9,10.6,29,5,1058,0.38666666666666666,0.5384615384615384,12,4,0,0.75
Lions,577,277,48.0,5.5,3168,19,25,57.9,150,26.0,20,174,2002,358,1477,4.1,9,69,19.3,5,11.4,19,1,955,0.2962962962962963,0.4,3,13,0,0.1875
Broncos,554,359,64.8,7.5,4139,21,20,84.8,199,35.9,46,315,2002,457,2266,5.0,21,125,27.4,11,11.5,21,1,1057,0.3811881188118812,0.6956521739130435,9,7,0,0.5625
Cowboys,471,252,53.5,6.4,3020,14,16,69.1,129,27.4,54,399,2002,423,1754,4.1,7,87,20.6,6,12.0,14,5,948,0.2403846153846154,0.3333333333333333,5,11,0,0.3125
Browns,552,338,61.2,6.6,3665,27,22,80.5,171,31.0,35,253,2002,406,1615,4.0,10,77,19.0,5,10.8,27,3,993,0.40540540540540543,0.8,9,7,0,0.5625
Bengals,591,350,59.2,6.3,3732,17,22,71.8,186,31.5,37,256,2002,426,1730,4.1,13,105,24.6,7,10.7,17,1,1054,0.3901345291479821,0.36666666666666664,2,14,0,0.125
Bears,543,310,57.1,6.1,3316,22,18,74.8,156,28.7,44,265,2002,382,1344,3.5,8,79,20.7,12,10.7,22,2,969,0.3380952380952381,0.47619047619047616,4,12,0,0.25
Panthers,464,255,55.0,6.4,2981,15,22,65.7,133,28.7,44,287,2002,452,1586,3.5,11,82,18.1,9,11.7,15,3,960,0.2857142857142857,0.3333333333333333,7,9,0,0.4375
Bills,612,377,61.6,7.1,4364,24,15,86.0,218,35.6,54,369,2002,388,1596,4.1,17,90,23.2,14,11.6,24,4,1054,0.42452830188679247,0.5833333333333334,8,8,0,0.5
Redskins,527,283,53.7,6.2,3273,21,16,73.3,156,29.6,43,267,2003,421,1653,3.9,8,95,22.6,7,11.6,21,4,991,0.3395348837209302,0.5714285714285714,5,11,0,0.3125
Buccaneers,592,369,62.3,6.7,3941,27,22,81.5,190,32.1,23,136,2003,421,1648,3.9,5,86,20.4,6,10.7,27,7,1036,0.35454545454545455,0.5333333333333333,7,9,0,0.4375
Seahawks,521,317,60.8,7.4,3872,27,16,88.2,190,36.5,43,254,2003,453,2009,4.4,17,121,26.7,9,12.2,27,3,1017,0.4682926829268293,0.2857142857142857,10,6,0,0.625
49ers,511,299,58.5,7.0,3566,25,15,84.0,172,33.7,28,158,2003,499,2279,4.6,16,118,23.6,12,11.9,25,3,1038,0.4,0.2631578947368421,7,9,0,0.4375
Chargers,525,297,56.6,6.1,3226,21,19,73.1,146,27.8,29,205,2003,417,2146,5.1,16,117,28.1,9,10.9,21,3,971,0.3147208121827411,0.5263157894736842,4,12,0,0.25
