Team,Att,Cmp,Cmp %,Yds/Att,Pass Yds,TD,INT,Rate,1st,1st%,Sck,SckY,Year,Att_Rush,Rush Yds,YPC,Rush_TD,Rush 1st,Rush 1st%,Rush FUM,Yds/Rec,Rec_TD,Rec FUM,Scrm Plys,3rd_Conv%,4th Conv%,W,L,T,Win pct
Steelers,532,306,57.5,6.7,3548,19,17,76.4,174,32.7,42,244,2003,446,1488,3.3,10,77,17.3,8,11.6,19,3,1020,0.36123348017621143,0.5,6,10,0,0.375
Cardinals,534,303,56.7,6.1,3265,18,22,68.9,147,27.5,44,306,2003,403,1531,3.8,5,80,19.9,12,10.8,18,4,981,0.3738738738738739,0.45454545454545453,4,12,0,0.25
Eagles,484,279,57.6,6.8,3273,17,11,80.5,156,32.2,43,253,2003,417,2015,4.8,23,105,25.2,8,11.7,17,3,944,0.3631578947368421,0.42857142857142855,12,4,0,0.75
Jets,496,312,62.9,7.1,3524,20,14,85.8,181,36.5,31,208,2003,409,1635,4.0,8,78,19.1,6,11.3,20,3,936,0.39805825242718446,0.46153846153846156,6,10,0,0.375
Giants,616,344,55.8,5.9,3642,16,20,68.4,184,29.9,44,259,2003,387,1559,4.0,6,90,23.3,9,10.6,16,6,1047,0.3348623853211009,0.11764705882352941,4,12,0,0.25
Saints,535,314,58.7,6.8,3641,25,8,88.7,177,33.1,36,203,2003,448,2000,4.5,11,100,22.3,12,11.6,25,5,1019,0.462882096069869,0.2631578947368421,8,8,0,0.5
Patriots,537,320,59.6,6.8,3651,23,13,84.3,177,33.0,32,219,2003,473,1607,3.4,9,91,19.2,7,11.4,23,3,1042,0.3700440528634361,0.42857142857142855,14,2,0,0.875
Vikings,520,333,64.0,8.0,4169,32,13,99.0,194,37.3,42,218,2003,493,2343,4.8,15,124,25.2,15,12.5,32,3,1055,0.4657534246575342,0.4,9,7,0,0.5625
Dolphins,450,257,57.1,6.7,3001,17,19,72.5,145,32.2,31,209,2003,487,1817,3.7,14,99,20.3,6,11.7,17,6,968,0.32682926829268294,0.5,10,6,0,0.625
Raiders,521,278,53.4,5.7,2988,9,14,65.0,140,26.9,43,237,2003,423,1822,4.3,15,98,23.2,8,10.7,9,3,987,0.30414746543778803,0.56,4,12,0,0.25
Rams,600,377,62.8,7.1,4287,23,23,81.0,211,35.2,43,326,2003,411,1496,3.6,19,97,23.6,5,11.4,23,4,1054,0.42592592592592593,0.4666666666666667,12,4,0,0.75
Chiefs,536,339,63.2,7.7,4113,24,12,92.4,201,37.5,21,132,2003,446,1929,4.3,32,120,26.9,2,12.1,24,2,1003,0.417910447761194,0.6,13,3,0,0.8125
Jaguars,515,303,58.8,6.6,3421,17,17,76.0,163,31.7,28,136,2003,481,2073,4.3,13,118,24.5,8,11.3,17,4,1024,0.37037037037037035,0.5,5,11,0,0.3125
Colts,569,381,67.0,7.5,4289,29,10,99.0,212,37.3,19,110,2003,453,1695,3.7,16,104,23.0,11,11.3,29,5,1041,0.41935483870967744,0.6470588235294118,12,4,0,0.75
Texans,439,248,56.5,6.5,2841,14,18,69.7,127,28.9,36,186,2003,421,1651,3.9,14,86,20.4,8,11.5,14,4,896,0.3088235294117647,0.6428571428571429,5,11,0,0.3125
Titans,502,315,62.7,8.0,4031,30,9,100.3,211,42.0,25,153,2003,486,1623,3.3,11,84,17.3,8,12.8,30,3,1013,0.4075829383886256,0.42857142857142855,12,4,0,0.75
Packers,473,310,65.5,7.1,3377,32,21,90.5,166,35.1,19,137,2003,507,2558,5.0,18,127,25.0,12,10.9,32,1,999,0.4106280193236715,0.5714285714285714,10,6,0,0.625
Lions,588,319,54.3,5.1,2988,17,24,61.1,152,25.9,11,64,2003,376,1338,3.6,5,69,18.4,7,9.4,17,2,975,0.3508771929824561,0.4,5,11,0,0.3125
Broncos,479,280,58.5,6.5,3126,19,18,75.6,162,33.8,25,157,2003,543,2629,4.8,20,133,24.5,10,11.2,19,0,1047,0.3886255924170616,0.23076923076923078,10,6,0,0.625
Cowboys,510,294,57.6,6.6,3347,17,21,71.4,149,29.2,37,185,2003,515,1999,3.9,11,115,22.3,8,11.4,17,3,1062,0.3651452282157676,0.3333333333333333,10,6,0,0.625
Browns,509,313,61.5,6.1,3116,17,18,75.2,153,30.1,40,282,2003,412,1670,4.1,8,91,22.1,13,10.0,17,1,961,0.36633663366336633,0.3333333333333333,5,11,0,0.3125
Bengals,520,324,62.3,6.9,3591,26,15,87.4,181,34.8,37,249,2003,481,1987,4.1,12,101,21.0,2,11.1,26,2,1038,0.4473684210526316,0.45454545454545453,8,8,0,0.5
Bears,515,271,52.6,5.6,2905,12,20,61.0,143,27.8,43,288,2003,443,1763,4.0,13,104,23.5,10,10.7,12,4,1001,0.33771929824561403,0.6521739130434783,7,9,0,0.4375
Panthers,460,270,58.7,7.0,3238,19,16,79.6,146,31.7,26,188,2003,522,2091,4.0,9,114,21.8,11,12.0,19,7,1008,0.3561643835616438,0.5454545454545454,11,5,0,0.6875
Bills,502,293,58.4,6.1,3069,11,17,69.4,150,29.9,51,385,2003,427,1664,3.9,13,96,22.5,14,10.5,11,4,980,0.3160377358490566,0.52,6,10,0,0.375
Redskins,514,288,56.0,5.6,2874,18,17,70.0,156,30.4,38,242,2004,471,1765,3.7,6,91,19.3,8,10.0,18,1,1023,0.3167420814479638,0.36363636363636365,6,10,0,0.375
Buccaneers,512,340,66.4,7.4,3773,24,18,89.1,175,34.2,44,299,2004,393,1489,3.8,9,74,18.8,10,11.1,24,6,949,0.3768844221105528,0.6666666666666666,5,11,0,0.3125
Seahawks,532,304,57.1,7.0,3715,23,18,79.1,189,35.5,34,176,2004,468,2095,4.5,17,110,23.5,11,12.2,23,4,1034,0.3619047619047619,0.5454545454545454,9,7,0,0.5625
49ers,561,325,57.9,6.2,3455,16,21,69.9,172,30.7,52,319,2004,413,1449,3.5,10,83,20.1,11,10.6,16,2,1026,0.32432432432432434,0.7368421052631579,2,14,0,0.125
Chargers,450,288,64.0,7.8,3506,29,8,102.0,160,35.6,21,149,2004,525,2185,4.2,24,131,25.0,11,12.2,29,5,996,0.46634615384615385,0.625,12,4,0,0.75
Steelers,358,228,63.7,8.3,2970,20,13,93.2,147,41.1,36,250,2004,618,2464,4.0,16,134,21.7,6,13.0,20,5,1012,0.4292237442922374,0.5833333333333334,15,1,0,0.9375
Cardinals,533,299,56.1,6.0,3202,14,18,68.5,152,28.5,39,320,2004,475,1668,3.5,15,86,18.1,8,10.7,14,4,1047,0.34854771784232363,0.4166666666666667,6,10,0,0.375
Eagles,547,336,61.4,7.7,4208,32,11,96.4,188,34.4,37,229,2004,376,1639,4.4,10,87,23.1,2,12.5,32,4,960,0.36923076923076925,0.0,13,3,0,0.8125
Jets,438,282,64.4,7.4,3231,19,11,90.5,163,37.2,31,181,2004,527,2388,4.5,15,135,25.6,6,11.5,19,3,996,0.4252336448598131,0.5,10,6,0,0.625
Giants,475,269,56.6,6.5,3097,12,13,73.5,143,30.1,52,279,2004,424,1904,4.5,18,105,24.8,9,11.5,12,5,951,0.29473684210526313,0.21052631578947367,6,10,0,0.375
Saints,542,309,57.0,7.0,3810,21,16,79.5,177,32.7,41,223,2004,406,1606,4.0,15,82,20.2,12,12.3,21,3,989,0.3333333333333333,0.5,8,8,0,0.5
Patriots,485,293,60.4,7.7,3750,29,14,92.5,193,39.8,26,162,2004,524,2134,4.1,15,120,22.9,7,12.8,29,4,1035,0.45145631067961167,0.4,14,2,0,0.875
Vikings,552,380,68.8,8.6,4754,39,12,109.8,225,40.8,46,238,2004,387,1823,4.7,8,98,25.3,9,12.5,39,3,985,0.5230769230769231,0.6,8,8,0,0.5
Dolphins,586,309,52.7,5.8,3391,19,26,62.5,165,28.2,52,326,2004,384,1339,3.5,10,71,18.5,9,11.0,19,5,1022,0.3448275862068966,0.5,4,12,0,0.25
Raiders,582,330,56.7,6.9,4019,24,22,76.1,176,30.2,30,161,2004,327,1295,4.0,10,75,22.9,6,12.2,24,5,939,0.355,0.5,5,11,0,0.3125
Rams,580,372,64.1,8.0,4615,23,22,86.1,203,35.0,50,362,2004,381,1624,4.3,11,96,25.2,2,12.4,23,14,1011,0.4218009478672986,0.6842105263157895,8,8,0,0.5
Chiefs,561,370,66.0,8.3,4633,27,17,94.9,228,40.6,32,227,2004,496,2289,4.6,31,138,27.8,7,12.5,27,2,1089,0.47150259067357514,0.2857142857142857,7,9,0,0.4375
Jaguars,513,305,59.5,6.5,3315,17,11,80.7,161,31.4,32,156,2004,446,1850,4.1,9,88,19.7,5,10.9,17,7,991,0.3686635944700461,0.5555555555555556,9,7,0,0.5625
Colts,527,353,67.0,9.0,4732,51,10,119.7,238,45.2,14,109,2004,427,1852,4.3,10,94,22.0,9,13.4,51,4,968,0.4268292682926829,0.5714285714285714,12,4,0,0.75
Texans,471,286,60.7,7.5,3547,16,14,83.0,174,36.9,49,301,2004,481,1882,3.9,16,103,21.4,9,12.4,16,4,1001,0.38388625592417064,0.6190476190476191,7,9,0,0.4375
Titans,589,356,60.4,6.7,3933,27,19,82.1,200,34.0,44,317,2004,420,1871,4.5,12,85,20.2,10,11.0,27,5,1053,0.34101382488479265,0.4444444444444444,5,11,0,0.3125
Packers,598,382,63.9,7.6,4550,36,19,93.8,228,38.1,14,101,2004,441,1908,4.3,9,98,22.2,9,11.9,36,5,1053,0.47342995169082125,0.5714285714285714,10,6,0,0.625
Lions,505,285,56.4,6.2,3124,19,13,76.7,142,28.1,37,208,2004,407,1777,4.4,7,92,22.6,3,11.0,19,2,949,0.3142857142857143,0.375,6,10,0,0.375
Broncos,521,303,58.2,7.8,4089,27,20,84.5,184,35.3,15,90,2004,534,2333,4.4,13,127,23.8,13,13.5,27,4,1070,0.3786407766990291,0.5,10,6,0,0.625
Cowboys,519,308,59.3,7.0,3636,19,23,74.5,171,32.9,36,208,2004,449,1769,3.9,14,101,22.5,10,11.8,19,5,1004,0.3644859813084112,0.5294117647058824,6,10,0,0.375
Browns,439,251,57.2,7.0,3076,21,21,74.9,125,28.5,41,252,2004,441,1657,3.8,6,94,21.3,16,12.3,21,2,921,0.29064039408866993,0.4375,4,12,0,0.25
Bengals,536,324,60.4,6.6,3520,23,22,77.0,172,32.1,31,219,2004,437,1839,4.2,14,93,21.3,8,10.9,23,2,1004,0.4018264840182648,0.5,8,8,0,0.5
Bears,471,249,52.9,5.6,2641,9,16,61.7,121,25.7,66,449,2004,430,1624,3.8,10,84,19.5,10,10.6,9,3,967,0.25112107623318386,0.3157894736842105,5,11,0,0.3125
Panthers,536,311,58.0,7.3,3889,29,15,87.0,192,35.8,33,246,2004,422,1582,3.7,10,85,20.1,5,12.5,29,3,991,0.4029126213592233,0.375,7,9,0,0.4375
Bills,461,262,56.8,6.6,3032,21,17,76.7,149,32.3,38,215,2004,483,1874,3.9,15,102,21.1,10,11.6,21,4,982,0.3581395348837209,0.47619047619047616,9,7,0,0.5625
Redskins,481,278,57.8,7.0,3346,25,11,87.0,166,34.5,31,240,2005,525,2183,4.2,15,114,21.7,10,12.0,25,5,1037,0.4217391304347826,0.5454545454545454,10,6,0,0.625
Buccaneers,487,303,62.2,6.5,3171,17,14,80.7,161,33.1,41,281,2005,457,1826,4.0,13,83,18.2,5,10.5,17,2,985,0.3936651583710407,0.5714285714285714,11,5,0,0.6875
Seahawks,474,307,64.8,7.7,3632,25,10,96.8,192,40.5,27,174,2005,519,2457,4.7,29,142,27.4,7,11.8,25,3,1020,0.3958333333333333,0.875,13,3,0,0.8125
49ers,389,204,52.4,5.6,2190,8,21,53.6,96,24.7,48,292,2005,428,1689,3.9,9,70,16.4,8,10.7,8,4,865,0.24019607843137256,0.625,4,12,0,0.25
Chargers,526,338,64.3,7.1,3738,27,16,89.7,191,36.3,31,243,2005,465,2072,4.5,22,116,24.9,2,11.1,27,3,1022,0.4230769230769231,0.6470588235294118,9,7,0,0.5625
Steelers,379,228,60.2,8.2,3104,21,14,89.4,144,38.0,32,178,2005,549,2223,4.0,21,120,21.9,10,13.6,21,3,960,0.3541666666666667,0.4166666666666667,11,5,0,0.6875
Cardinals,670,419,62.5,7.0,4723,21,21,81.0,224,33.4,45,286,2005,360,1138,3.2,2,58,16.1,10,11.3,21,3,1075,0.3807531380753138,0.3125,5,11,0,0.3125
Eagles,620,337,54.4,6.3,3903,21,20,71.5,182,29.4,42,226,2005,365,1432,3.9,11,73,20.0,14,11.6,21,4,1027,0.32727272727272727,0.25,6,10,0,0.375
Jets,470,268,57.0,6.4,2989,11,15,70.6,146,31.1,53,347,2005,384,1328,3.5,10,74,19.3,11,11.2,11,4,907,0.35294117647058826,0.42105263157894735,4,12,0,0.25
Giants,558,294,52.7,6.7,3762,24,17,75.7,172,30.8,28,184,2005,469,2209,4.7,17,106,22.6,4,12.8,24,3,1055,0.3964757709251101,0.46153846153846156,11,5,0,0.6875
Saints,553,308,55.7,6.5,3604,15,24,66.6,182,32.9,41,261,2005,423,1688,4.0,8,89,21.0,6,11.7,15,4,1017,0.3886255924170616,0.16666666666666666,3,13,0,0.1875
Patriots,564,352,62.4,7.7,4322,28,15,91.5,204,36.2,28,202,2005,439,1512,3.4,16,101,23.0,6,12.3,28,4,1031,0.42081447963800905,0.7647058823529411,10,6,0,0.625
Vikings,510,323,63.3,6.8,3449,18,16,81.7,169,33.1,54,303,2005,381,1467,3.9,10,83,21.8,8,10.7,18,2,945,0.32653061224489793,0.4444444444444444,9,7,0,0.5625
Dolphins,556,291,52.3,6.2,3458,22,16,72.8,159,28.6,26,158,2005,444,1898,4.3,11,93,20.9,10,11.9,22,5,1026,0.3511111111111111,0.4,9,7,0,0.5625
Raiders,591,316,53.5,6.6,3883,21,14,76.0,189,32.0,45,301,2005,361,1369,3.8,11,80,22.2,5,12.3,21,3,997,0.397196261682243,0.5,4,12,0,0.25
Rams,599,392,65.4,7.3,4351,23,24,83.0,209,34.9,46,315,2005,380,1535,4.0,13,82,21.6,11,11.1,23,6,1025,0.36492890995260663,0.6666666666666666,6,10,0,0.375
Chiefs,507,317,62.5,7.9,4014,17,10,90.1,182,35.9,32,204,2005,520,2382,4.6,26,138,26.5,9,12.7,17,3,1059,0.4272300469483568,0.625,10,6,0,0.625
Jaguars,487,283,58.1,6.9,3352,21,6,88.4,170,34.9,32,162,2005,502,1959,3.9,18,97,19.3,2,11.8,21,8,1021,0.41333333333333333,0.4,12,4,0,0.75
Colts,515,347,67.4,8.1,4191,31,11,103.3,217,42.1,20,95,2005,465,1703,3.7,18,116,24.9,4,12.1,31,1,1000,0.48663101604278075,0.6153846153846154,14,2,0,0.875
Texans,449,270,60.1,5.9,2661,15,13,76.0,142,31.6,68,424,2005,437,1816,4.2,9,89,20.4,6,9.9,15,0,954,0.3424657534246575,0.47058823529411764,2,14,0,0.125
Titans,594,358,60.3,6.4,3797,20,14,80.3,191,32.2,31,200,2005,397,1525,3.8,8,72,18.1,8,10.6,20,4,1022,0.3440366972477064,0.2903225806451613,4,12,0,0.25
Packers,626,383,61.2,6.3,3964,20,30,70.1,206,32.9,27,198,2005,398,1352,3.4,11,76,19.1,10,10.3,20,3,1051,0.4117647058823529,0.47368421052631576,4,12,0,0.25
Lions,520,297,57.1,5.8,3021,15,18,69.1,151,29.0,31,173,2005,404,1471,3.6,10,69,17.1,4,10.2,15,5,955,0.38839285714285715,0.4117647058823529,5,11,0,0.3125
Broncos,465,279,60.0,7.3,3373,18,7,88.9,162,34.8,23,146,2005,542,2539,4.7,25,145,26.8,6,12.1,18,6,1030,0.3619047619047619,0.7368421052631579,13,3,0,0.8125
Cowboys,500,300,60.0,7.3,3639,23,17,83.6,177,35.4,50,298,2005,521,1861,3.6,13,97,18.6,16,12.1,23,4,1071,0.4051724137931034,0.5384615384615384,9,7,0,0.5625
Browns,497,297,59.8,6.7,3323,15,17,75.5,149,30.0,46,276,2005,395,1503,3.8,4,76,19.2,12,11.2,15,1,938,0.33004926108374383,0.3888888888888889,6,10,0,0.375
Bengals,538,362,67.3,7.3,3935,32,14,97.6,203,37.7,21,115,2005,459,1910,4.2,15,109,23.7,3,10.9,32,9,1018,0.42857142857142855,0.3,11,5,0,0.6875
Bears,418,219,52.4,5.3,2201,11,15,61.5,111,26.6,31,199,2005,488,2099,4.3,11,99,20.3,9,10.1,11,3,937,0.28837209302325584,0.4375,11,5,0,0.6875
Panthers,449,269,59.9,7.8,3485,25,16,88.1,157,35.0,28,214,2005,487,1679,3.4,17,82,16.8,6,13.0,25,3,964,0.42201834862385323,0.3333333333333333,11,5,0,0.6875
Bills,459,269,58.6,6.2,2852,18,16,75.4,129,28.1,43,337,2005,428,1607,3.8,6,96,22.4,8,10.6,18,1,930,0.3681592039800995,0.375,5,11,0,0.3125
Redskins,470,274,58.3,6.8,3174,19,10,83.4,150,31.9,19,147,2006,490,2216,4.5,13,123,25.1,12,11.6,19,6,979,0.3744075829383886,0.46153846153846156,5,11,0,0.3125
Buccaneers,535,296,55.3,5.6,2994,14,18,66.2,133,24.9,33,196,2006,404,1523,3.8,6,82,20.3,10,10.1,14,5,972,0.36936936936936937,0.25,4,12,0,0.25
Seahawks,512,292,57.0,6.6,3369,26,22,76.0,167,32.6,49,315,2006,484,1923,4.0,8,112,23.1,9,11.5,26,5,1045,0.3794642857142857,0.25,9,7,0,0.5625
49ers,444,257,57.9,6.5,2890,16,16,74.4,132,29.7,35,202,2006,439,2172,4.9,12,97,22.1,10,11.2,16,3,918,0.3444976076555024,0.5454545454545454,7,9,0,0.4375
Chargers,466,287,61.6,7.3,3412,24,9,93.0,169,36.3,28,150,2006,522,2578,4.9,32,137,26.2,8,11.9,24,2,1016,0.431924882629108,0.5454545454545454,14,2,0,0.875
Steelers,523,312,59.7,7.7,4026,23,23,80.2,201,38.4,49,293,2006,469,1992,4.2,16,100,21.3,12,12.9,23,4,1041,0.42857142857142855,0.47619047619047616,8,8,0,0.5
Cardinals,545,322,59.1,7.2,3924,17,17,78.7,187,34.3,35,262,2006,419,1338,3.2,12,84,20.0,11,12.2,17,3,999,0.3915094339622642,0.6666666666666666,5,11,0,0.3125
Eagles,544,323,59.4,7.9,4309,31,9,96.7,189,34.7,28,190,2006,416,1984,4.8,13,106,25.5,6,13.3,31,5,988,0.42105263157894735,0.45454545454545453,10,6,0,0.625
Jets,488,313,64.1,6.9,3352,17,16,82.1,161,33.0,34,199,2006,491,1738,3.5,15,99,20.2,4,10.7,17,4,1013,0.43805309734513276,0.3125,10,6,0,0.625
Giants,523,301,57.6,6.2,3244,24,18,76.8,163,31.2,25,186,2006,455,2156,4.7,14,120,26.4,7,10.8,24,4,1003,0.3793103448275862,0.4666666666666667,8,8,0,0.5
Saints,580,372,64.1,8.0,4626,27,13,94.9,207,35.7,23,123,2006,472,1761,3.7,19,99,21.0,7,12.4,27,4,1075,0.44871794871794873,0.6,10,6,0,0.625
Patriots,527,326,61.9,6.8,3590,25,12,88.3,181,34.3,29,190,2006,499,1969,3.9,20,121,24.2,6,11.0,25,6,1055,0.4247787610619469,0.8,12,4,0,0.75
Vikings,540,332,61.5,6.3,3402,13,20,72.2,160,29.6,43,279,2006,442,1820,4.1,12,87,19.7,7,10.2,13,7,1025,0.33047210300429186,0.7142857142857143,6,10,0,0.375
Dolphins,591,342,57.9,6.1,3577,16,19,71.2,180,30.5,41,290,2006,402,1673,4.2,7,82,20.4,8,10.5,16,2,1034,0.37606837606837606,0.5,6,10,0,0.375
Raiders,483,263,54.5,5.9,2850,7,24,56.2,144,29.8,72,430,2006,394,1519,3.9,5,73,18.5,16,10.8,7,7,949,0.3632075471698113,0.3333333333333333,2,14,0,0.125
Rams,592,371,62.7,7.3,4328,24,8,92.7,212,35.8,49,366,2006,424,1805,4.3,13,94,22.2,6,11.7,24,5,1065,0.3738738738738739,0.6666666666666666,8,8,0,0.5
Chiefs,450,272,60.4,7.2,3243,18,12,84.7,184,40.9,41,243,2006,513,2143,4.2,17,105,20.5,10,11.9,18,2,1004,0.4063926940639269,0.6,9,7,0,0.5625
Jaguars,446,266,59.6,6.9,3060,17,14,80.0,147,33.0,30,178,2006,513,2541,5.0,23,127,24.8,8,11.5,17,3,989,0.391705069124424,0.5,8,8,0,0.5
Colts,557,362,65.0,7.9,4397,31,9,101.0,241,43.3,15,89,2006,439,1762,4.0,17,112,25.5,4,12.1,31,4,1011,0.5614973262032086,0.0,12,4,0,0.75
Texans,481,329,68.4,6.3,3032,14,13,83.8,156,32.4,43,254,2006,431,1687,3.9,13,106,24.6,9,9.2,14,5,955,0.3888888888888889,0.6923076923076923,6,10,0,0.375
Titans,447,226,50.6,6.1,2748,13,19,61.8,133,29.8,29,152,2006,469,2214,4.7,15,105,22.4,11,12.2,13,4,945,0.32682926829268294,0.4117647058823529,8,8,0,0.5
Packers,630,350,55.6,6.3,3947,18,18,72.1,185,29.4,24,152,2006,431,1663,3.9,9,93,21.6,6,11.3,18,7,1085,0.39166666666666666,0.4117647058823529,8,8,0,0.5
Lions,596,372,62.4,7.1,4208,21,22,79.9,208,34.9,63,388,2006,304,1129,3.7,9,53,17.4,8,11.3,21,5,963,0.3263157894736842,0.4090909090909091,3,13,0,0.1875
Broncos,454,256,56.4,6.6,2995,20,18,74.7,151,33.3,31,196,2006,488,2152,4.4,12,106,21.7,12,11.7,20,5,973,0.3696682464454976,0.5384615384615384,9,7,0,0.5625
Cowboys,506,310,61.3,8.0,4067,26,21,86.5,197,38.9,37,231,2006,472,1936,4.1,21,107,22.7,6,13.1,26,1,1015,0.4878048780487805,0.47368421052631576,9,7,0,0.5625
Browns,512,318,62.1,6.3,3247,15,25,69.7,153,29.9,54,349,2006,372,1335,3.6,7,72,19.4,11,10.2,15,2,938,0.3349282296650718,0.4,4,12,0,0.25
Bengals,523,327,62.5,7.8,4066,28,13,94.1,200,38.2,36,233,2006,435,1629,3.7,14,88,20.2,8,12.4,28,1,994,0.3582089552238806,0.6666666666666666,8,8,0,0.5
Bears,514,282,54.9,6.7,3446,24,22,73.5,161,31.3,25,165,2006,503,1918,3.8,14,103,20.5,5,12.2,24,5,1042,0.36796536796536794,0.6923076923076923,13,3,0,0.8125
Panthers,539,325,60.3,6.5,3486,19,17,77.9,158,29.3,32,222,2006,423,1659,3.9,7,100,23.6,7,10.7,19,2,994,0.31100478468899523,0.3333333333333333,8,8,0,0.5
Bills,431,268,62.2,7.1,3051,19,14,84.6,132,30.6,47,332,2006,420,1552,3.7,9,82,19.5,12,11.4,19,3,898,0.3165829145728643,0.45454545454545453,7,9,0,0.4375
Redskins,525,319,60.8,6.9,3622,18,11,84.2,192,36.6,29,159,2007,498,1871,3.8,15,103,20.7,15,11.4,18,4,1052,0.40707964601769914,0.4,9,7,0,0.5625
Buccaneers,490,316,64.5,7.3,3579,18,8,91.7,162,33.1,36,222,2007,449,1872,4.2,15,98,21.8,6,11.3,18,6,975,0.38497652582159625,0.38461538461538464,9,7,0,0.5625
Seahawks,590,371,62.9,7.1,4181,30,13,91.8,211,35.8,36,217,2007,430,1619,3.8,9,93,21.6,7,11.3,30,2,1056,0.3488372093023256,0.42857142857142855,10,6,0,0.625
49ers,513,274,53.4,5.2,2685,15,17,64.3,140,27.3,55,365,2007,357,1477,4.1,8,65,18.2,11,9.8,15,6,925,0.31363636363636366,0.29411764705882354,5,11,0,0.3125
Chargers,471,281,59.7,6.7,3175,22,16,81.3,158,33.5,24,170,2007,485,2039,4.2,19,104,21.4,7,11.3,22,2,980,0.3925233644859813,0.6,11,5,0,0.6875
Steelers,442,282,63.8,7.7,3418,34,14,99.9,179,40.5,47,347,2007,511,2168,4.2,9,108,21.1,7,12.1,34,1,1000,0.4681818181818182,0.5384615384615384,10,6,0,0.625
Cardinals,590,356,60.3,7.2,4228,32,24,83.4,210,35.6,24,163,2007,402,1440,3.6,9,70,17.4,14,11.9,32,7,1016,0.3694581280788177,0.8571428571428571,8,8,0,0.5
Eagles,577,350,60.7,6.9,4005,24,15,84.6,186,32.2,49,250,2007,421,1974,4.7,12,118,28.0,3,11.4,24,3,1047,0.42358078602620086,0.6,8,8,0,0.5
Jets,512,310,60.5,6.5,3330,15,19,73.9,173,33.8,53,316,2007,446,1701,3.8,6,92,20.6,7,10.7,15,2,1011,0.37610619469026546,0.47619047619047616,4,12,0,0.25
Giants,544,302,55.5,6.2,3376,23,20,73.0,167,30.7,28,222,2007,469,2148,4.6,15,119,25.4,11,11.2,23,2,1041,0.4155251141552511,0.35294117647058826,10,6,0,0.625
Saints,652,440,67.5,6.8,4423,28,18,89.4,232,35.6,16,109,2007,392,1466,3.7,14,94,24.0,10,10.1,28,4,1060,0.46261682242990654,0.44,7,9,0,0.4375
Patriots,586,403,68.8,8.3,4859,50,9,116.0,243,41.5,21,128,2007,451,1849,4.1,17,124,27.5,2,12.1,50,4,1058,0.4816753926701571,0.7142857142857143,16,0,0,1.0
Vikings,432,249,57.6,6.8,2938,12,14,74.2,139,32.2,38,193,2007,494,2634,5.3,22,131,26.5,13,11.8,12,5,964,0.345,0.5384615384615384,8,8,0,0.5
Dolphins,558,318,57.0,5.9,3319,12,16,69.6,162,29.0,42,288,2007,389,1569,4.0,14,107,27.5,8,10.4,12,2,989,0.37155963302752293,0.5909090909090909,1,15,0,0.0625
Raiders,451,260,57.6,6.4,2893,17,20,70.9,133,29.5,41,262,2007,508,2086,4.1,11,111,21.9,13,11.1,17,2,1000,0.35807860262008734,0.4166666666666667,4,12,0,0.25
Rams,574,333,58.0,6.2,3561,19,28,67.0,193,33.6,48,328,2007,404,1527,3.8,5,65,16.1,8,10.7,19,5,1026,0.3632286995515695,0.35,3,13,0,0.1875
Chiefs,563,335,59.5,6.3,3525,17,20,73.0,171,30.4,55,344,2007,383,1248,3.3,6,66,17.2,2,10.5,17,6,1001,0.34051724137931033,0.7222222222222222,4,12,0,0.25
Jaguars,469,288,61.4,7.5,3495,28,8,97.1,180,38.4,31,167,2007,522,2391,4.6,18,127,24.3,4,12.1,28,4,1022,0.45662100456621,0.5757575757575758,11,5,0,0.6875
Colts,551,355,64.4,7.6,4172,32,14,96.1,212,38.5,23,139,2007,446,1706,3.8,19,119,26.7,1,11.8,32,5,1020,0.49261083743842365,0.6,13,3,0,0.8125
Texans,529,346,65.4,7.4,3925,24,21,86.1,190,35.9,22,174,2007,417,1586,3.8,12,96,23.0,4,11.3,24,10,968,0.44559585492227977,0.7333333333333333,8,8,0,0.5
Titans,464,288,62.1,6.6,3077,9,17,72.6,171,36.9,30,199,2007,543,2109,3.9,17,118,21.7,12,10.7,9,5,1037,0.41013824884792627,0.18181818181818182,10,6,0,0.625
Packers,578,383,66.3,7.7,4461,30,15,95.9,210,36.3,19,127,2007,388,1597,4.1,13,69,17.8,7,11.6,30,9,985,0.42574257425742573,0.45454545454545453,13,3,0,0.8125
Lions,587,368,62.7,7.2,4216,19,22,79.4,203,34.6,54,338,2007,324,1288,4.0,13,73,22.5,13,11.5,19,6,965,0.3263157894736842,0.4,7,9,0,0.4375
Broncos,515,326,63.3,7.3,3759,21,15,86.7,187,36.3,32,175,2007,429,1957,4.6,10,96,22.4,13,11.5,21,6,976,0.40404040404040403,0.3181818181818182,7,9,0,0.4375
Cowboys,531,342,64.4,8.1,4290,36,19,97.1,217,40.9,25,185,2007,419,1746,4.2,14,83,19.8,4,12.5,36,4,975,0.4221105527638191,0.7142857142857143,13,3,0,0.8125
Browns,545,305,56.0,7.1,3866,29,20,80.7,192,35.2,19,140,2007,440,1895,4.3,13,110,25.0,7,12.7,29,6,1004,0.4215686274509804,0.4,10,6,0,0.625
Bengals,575,373,64.9,7.2,4131,26,20,86.7,213,37.0,17,119,2007,416,1556,3.7,10,81,19.5,6,11.1,26,5,1008,0.46153846153846156,0.3333333333333333,7,9,0,0.4375
