Team,Att,Cmp,Cmp %,Yds/Att,Yds,TD,INT,Rate,1st,1st%,Sck,Year,Att_Rush,Rush Yds,YPC,Rush_TD,Rush 1st,Rush 1st%,Yds/Rec,Rec_TD,Rec FUM,PDef,Scrm Plys,3rd_Conv%,4th Conv%,FF,FR,W,L,T,Win pct
Dolphins,484,256,52.9,6.5,2928,19,18,71.0,145,30.0,39,1999,413,1476,3.6,6,79,19.1,12.4,19,2,0,936,0.28846153846153844,0.5,0,10,9,7,0,0.5625
Raiders,539,302,56.0,6.7,3321,22,20,75.0,161,29.9,44,1999,398,1559,3.9,10,85,21.4,12.0,22,4,0,981,0.330188679245283,0.5,0,13,8,8,0,0.5
Rams,596,319,53.5,6.5,3509,19,29,64.1,189,31.7,57,1999,338,1189,3.5,4,53,15.7,12.1,19,2,0,991,0.33771929824561403,0.48,0,7,13,3,0,0.8125
Chiefs,578,317,54.8,6.5,3482,24,25,70.8,173,29.9,40,1999,415,1557,3.8,10,80,19.3,11.9,24,3,0,1033,0.3023255813953488,0.46153846153846156,0,20,9,7,0,0.5625
Jaguars,521,291,55.9,6.3,2890,18,19,71.0,159,30.5,57,1999,373,1444,3.9,6,72,19.3,11.2,18,4,0,951,0.33488372093023255,0.25,0,11,14,2,0,0.875
Colts,561,328,58.5,6.7,3506,21,10,83.9,192,34.2,41,1999,406,1715,4.2,12,92,22.7,11.5,21,1,0,1008,0.35096153846153844,0.4375,0,13,13,3,0,0.8125
Titans,557,312,56.0,7.2,3695,26,16,82.3,193,34.6,54,1999,383,1550,4.0,8,81,21.1,12.8,26,6,0,994,0.35,0.2857142857142857,0,24,13,3,0,0.8125
Packers,538,304,56.5,6.9,3505,20,26,70.0,177,32.9,30,1999,472,1804,3.8,16,103,21.8,12.1,20,4,0,1040,0.3901345291479821,0.4,0,15,8,8,0,0.5
Lions,574,359,62.5,7.1,3760,21,16,84.5,185,32.2,50,1999,393,1531,3.9,12,87,22.1,11.4,21,6,0,1017,0.39436619718309857,0.3076923076923077,0,16,8,8,0,0.5
Broncos,471,273,58.0,7.0,3016,17,15,78.3,154,32.7,50,1999,440,1737,3.9,15,88,20.0,12.1,17,4,0,961,0.31527093596059114,0.45454545454545453,0,11,6,10,0,0.375
Cowboys,545,297,54.5,6.6,3398,19,24,68.4,154,28.3,35,1999,417,1442,3.5,6,81,19.4,12.2,19,3,0,997,0.3212669683257919,0.4444444444444444,0,9,8,8,0,0.5
Browns,523,331,63.3,6.6,3310,17,8,86.8,187,35.8,25,1999,610,2736,4.5,29,161,26.4,10.4,17,5,0,1158,0.46808510638297873,0.6153846153846154,0,12,2,14,0,0.125
Bengals,522,312,59.8,7.7,3798,28,12,92.3,189,36.2,35,1999,454,1699,3.7,22,99,21.8,12.9,28,3,0,1011,0.40669856459330145,0.38461538461538464,0,15,4,12,0,0.25
Bears,583,354,60.7,7.0,3822,23,14,85.0,196,33.6,37,1999,438,1882,4.3,11,89,20.3,11.5,23,5,0,1058,0.40611353711790393,0.18181818181818182,0,19,6,10,0,0.375
Panthers,557,327,58.7,6.9,3605,26,15,84.1,189,33.9,35,1999,450,1898,4.2,13,115,25.6,11.7,26,4,0,1042,0.4158878504672897,0.55,0,14,8,8,0,0.5
Bills,506,269,53.2,5.7,2675,12,12,68.2,144,28.5,37,1999,407,1370,3.4,9,73,17.9,10.7,12,1,0,950,0.31363636363636366,0.3333333333333333,0,9,11,5,0,0.6875
Ravens,599,328,54.8,5.5,2991,20,21,67.1,158,26.4,49,1999,392,1231,3.1,6,70,17.9,10.0,20,3,0,1040,0.3412698412698413,0.4666666666666667,0,10,8,8,0,0.5
Redskins,462,254,55.0,6.3,2621,12,17,67.4,134,29.0,45,2000,430,1853,4.3,9,97,22.6,11.4,12,7,0,937,0.35121951219512193,0.4,0,16,8,8,0,0.5
Buccaneers,594,339,57.1,5.9,3152,15,25,65.0,180,30.3,55,2000,398,1648,4.1,12,84,21.1,10.3,15,7,0,1047,0.3288888888888889,0.6,0,16,10,6,0,0.625
Seahawks,489,309,63.2,8.4,3937,23,17,90.8,185,37.8,27,2000,503,2454,4.9,20,126,25.0,13.2,23,3,0,1019,0.4427860696517413,0.14285714285714285,0,10,6,10,0,0.375
49ers,558,320,57.3,7.5,3915,25,13,86.4,194,34.8,38,2000,435,1794,4.1,22,110,25.3,13.1,25,4,0,1031,0.39215686274509803,0.6666666666666666,0,8,6,10,0,0.375
Chargers,552,326,59.1,6.9,3537,33,16,87.7,195,35.3,39,2000,470,1422,3.0,10,76,16.2,11.6,33,1,0,1061,0.3760330578512397,0.5555555555555556,0,6,1,15,0,0.0625
Steelers,521,280,53.7,6.2,3020,13,17,67.6,153,29.4,39,2000,425,1693,4.0,9,82,19.3,11.6,13,2,0,985,0.35135135135135137,0.47058823529411764,0,17,9,7,0,0.5625
Cardinals,459,296,64.5,7.1,3128,19,10,90.2,175,38.1,25,2000,578,2609,4.5,29,149,25.8,11.0,19,5,0,1062,0.47297297297297297,0.6666666666666666,0,10,3,13,0,0.1875
Eagles,552,314,56.9,5.9,2990,11,19,66.6,159,28.8,50,2000,453,1830,4.0,10,105,23.2,10.4,11,5,0,1055,0.3257918552036199,0.5833333333333334,0,12,11,5,0,0.6875
Jets,517,265,51.3,6.1,2932,17,21,64.3,152,29.4,40,2000,476,1888,4.0,9,98,20.6,11.9,17,3,0,1033,0.3907563025210084,0.4375,0,14,9,7,0,0.5625
Giants,585,327,55.9,6.3,3390,23,20,73.7,181,30.9,44,2000,359,1156,3.2,7,62,17.3,11.2,23,3,0,988,0.3561643835616438,0.1111111111111111,0,11,12,4,0,0.75
Saints,488,285,58.4,7.1,3071,17,20,74.7,159,32.6,66,2000,395,1672,4.2,14,95,24.1,12.1,17,3,0,949,0.39215686274509803,0.2857142857142857,0,15,10,6,0,0.625
Patriots,544,321,59.0,6.8,3522,23,10,86.0,184,33.8,29,2000,495,1831,3.7,12,108,21.8,11.5,23,1,0,1068,0.4345991561181435,0.9,0,13,5,11,0,0.3125
Vikings,584,369,63.2,7.1,3913,23,8,91.6,208,35.6,31,2000,396,1788,4.5,17,110,27.8,11.2,23,9,0,1011,0.45544554455445546,0.2857142857142857,0,10,11,5,0,0.6875
Dolphins,530,282,53.2,6.0,2900,13,28,57.5,156,29.4,48,2000,417,1736,4.2,9,92,22.1,11.2,13,4,0,995,0.33175355450236965,0.5333333333333333,0,13,11,5,0,0.6875
Raiders,588,359,61.1,6.8,3698,25,21,80.4,202,34.4,43,2000,383,1551,4.0,8,85,22.2,11.1,25,7,0,1014,0.3951219512195122,0.2857142857142857,0,16,12,4,0,0.75
Rams,534,323,60.5,7.6,3797,32,19,89.5,195,36.5,51,2000,383,1697,4.4,18,95,24.8,12.6,32,3,0,968,0.3854166666666667,0.5,0,6,10,6,0,0.625
Chiefs,549,358,65.2,6.8,3471,25,15,88.6,201,36.6,51,2000,441,1809,4.1,13,103,23.4,10.4,25,3,0,1041,0.4057971014492754,0.7272727272727273,0,14,7,9,0,0.4375
Jaguars,458,258,56.3,7.4,3160,23,12,85.8,144,31.4,40,2000,436,1685,3.9,14,85,19.5,13.2,23,5,0,934,0.3645320197044335,0.5,0,18,7,9,0,0.4375
Colts,530,317,59.8,6.9,3422,22,14,83.6,177,33.4,42,2000,446,1935,4.3,13,109,24.4,11.6,22,3,0,1018,0.3870967741935484,0.7142857142857143,0,8,10,6,0,0.625
Titans,466,242,51.9,5.9,2423,10,17,62.0,134,28.8,55,2000,387,1390,3.6,7,62,16.0,11.4,10,5,0,908,0.3076923076923077,0.08333333333333333,0,13,13,3,0,0.8125
Packers,557,307,55.1,6.6,3451,28,21,76.7,186,33.4,38,2000,417,1618,3.9,7,84,20.1,12.0,28,1,0,1012,0.36607142857142855,0.6363636363636364,0,7,9,7,0,0.5625
Lions,544,311,57.2,6.2,3210,16,25,66.2,159,29.2,28,2000,421,1823,4.3,14,96,22.8,10.8,16,5,0,993,0.37209302325581395,0.5625,0,16,9,7,0,0.5625
Broncos,574,310,54.0,7.3,3946,26,27,73.1,189,32.9,44,2000,344,1598,4.6,13,80,23.3,13.5,26,6,0,962,0.34554973821989526,0.3333333333333333,0,17,11,5,0,0.6875
Cowboys,458,277,60.5,6.3,2693,20,16,78.7,145,31.7,25,2000,538,2636,4.9,17,137,25.5,10.4,20,5,0,1021,0.40384615384615385,0.4444444444444444,0,9,5,11,0,0.3125
Browns,486,262,53.9,7.0,3138,18,12,78.3,169,34.8,42,2000,594,2505,4.2,26,147,24.7,13.0,18,3,0,1122,0.43171806167400884,0.6470588235294118,0,13,3,13,0,0.1875
Bengals,538,318,59.1,6.9,3562,26,9,89.4,182,33.8,26,2000,504,1925,3.8,12,101,20.0,11.7,26,3,0,1068,0.42677824267782427,0.3076923076923077,0,12,4,12,0,0.25
Bears,530,332,62.6,6.9,3407,25,11,90.0,172,32.5,36,2000,469,1827,3.9,15,106,22.6,11.0,25,6,0,1035,0.36771300448430494,0.7058823529411765,0,9,5,11,0,0.3125
Panthers,552,352,63.8,7.1,3712,19,17,83.6,184,33.3,27,2000,426,1944,4.6,12,107,25.1,11.2,19,10,0,1005,0.4326923076923077,0.3157894736842105,0,20,7,9,0,0.4375
Bills,480,283,59.0,6.6,2867,18,16,77.4,153,31.9,42,2000,444,1559,3.5,13,76,17.1,11.2,18,3,0,966,0.3698630136986301,0.6363636363636364,0,13,8,8,0,0.5
Ravens,528,295,55.9,6.0,2997,11,23,62.5,135,25.6,35,2000,361,970,2.7,5,59,16.3,10.8,11,7,0,924,0.3412322274881517,0.21052631578947367,0,26,12,4,0,0.75
Redskins,473,262,55.4,6.6,2977,19,23,68.8,149,31.5,25,2001,484,1869,3.9,10,103,21.3,11.9,19,8,188,982,0.3619047619047619,0.29411764705882354,31,11,8,8,0,0.5
Buccaneers,493,273,55.4,6.5,2951,20,28,65.3,156,31.6,42,2001,415,1702,4.1,8,86,20.7,11.8,20,0,192,950,0.3611111111111111,0.3076923076923077,22,11,9,7,0,0.5625
Seahawks,563,339,60.2,6.6,3485,20,14,81.4,186,33.0,38,2001,427,1721,4.0,9,91,21.3,11.0,20,4,210,1028,0.4125560538116592,0.5454545454545454,28,13,9,7,0,0.5625
49ers,567,332,58.6,6.4,3383,18,24,70.3,179,31.6,32,2001,389,1571,4.0,9,89,22.9,10.9,18,2,211,988,0.37142857142857144,0.5789473684210527,24,10,12,4,0,0.75
Chargers,535,317,59.3,6.8,3400,24,19,79.8,166,31.0,41,2001,449,1504,3.3,10,99,22.0,11.4,24,1,199,1025,0.375,0.5833333333333334,33,12,5,11,0,0.3125
Steelers,525,295,56.2,6.3,2942,19,16,74.5,160,30.5,55,2001,339,1195,3.5,5,70,20.6,11.2,19,1,214,919,0.3417085427135678,0.23529411764705882,27,12,13,3,0,0.8125
Cardinals,556,337,60.6,6.7,3598,26,17,83.4,179,32.2,19,2001,496,2087,4.2,10,124,25.0,11.1,26,2,202,1071,0.38181818181818183,0.5,25,6,7,9,0,0.4375
Eagles,517,288,55.7,6.1,2864,13,14,71.0,150,29.0,45,2001,455,1837,4.0,6,88,19.3,10.9,13,4,215,1017,0.30603448275862066,0.5384615384615384,38,19,11,5,0,0.6875
Jets,516,313,60.7,6.1,2999,14,20,71.1,155,30.0,33,2001,481,2154,4.5,15,116,24.1,10.1,14,7,183,1030,0.44493392070484583,0.5,27,19,10,6,0,0.625
Giants,521,298,57.2,7.2,3430,25,15,83.7,161,30.9,46,2001,428,1545,3.6,7,83,19.4,12.6,25,2,208,995,0.30275229357798167,0.5789473684210527,28,13,7,9,0,0.4375
Saints,452,278,61.5,8.1,3355,30,15,95.5,169,37.4,53,2001,443,1715,3.9,15,88,19.9,13.2,30,6,159,948,0.39800995024875624,0.25,28,15,7,9,0,0.4375
Patriots,546,299,54.8,6.8,3497,15,22,68.6,171,31.3,41,2001,429,1855,4.3,7,99,23.1,12.5,15,5,225,1016,0.37209302325581395,0.3333333333333333,23,13,11,5,0,0.6875
Vikings,478,291,60.9,7.5,3367,16,8,88.1,166,34.7,30,2001,477,2299,4.8,21,127,26.6,12.3,16,2,179,985,0.4019607843137255,0.6,20,9,5,11,0,0.3125
Dolphins,467,262,56.1,6.6,2829,22,17,76.7,148,31.7,37,2001,453,1779,3.9,9,97,21.4,11.7,22,2,188,957,0.3482587064676617,0.4,26,11,11,5,0,0.6875
Raiders,528,290,54.9,6.2,3083,16,17,70.5,165,31.3,41,2001,433,1988,4.6,17,104,24.0,11.3,16,3,221,1002,0.319047619047619,0.45,18,7,10,6,0,0.625
Rams,541,314,58.0,6.2,3097,16,21,69.9,153,28.3,45,2001,366,1374,3.8,11,77,21.0,10.7,16,4,206,952,0.33014354066985646,0.4782608695652174,20,13,14,2,0,0.875
Chiefs,491,296,60.3,6.9,3164,19,13,83.1,167,34.0,31,2001,481,2140,4.4,15,111,23.1,11.5,19,4,182,1003,0.3944954128440367,0.625,23,13,6,10,0,0.375
Jaguars,544,354,65.1,6.9,3459,13,12,83.9,193,35.5,43,2001,469,1611,3.4,15,89,19.0,10.6,13,4,178,1056,0.3832599118942731,0.2777777777777778,28,12,6,10,0,0.375
Colts,509,311,61.1,7.6,3600,30,15,91.9,195,38.3,40,2001,455,2115,4.6,20,108,23.7,12.4,30,1,183,1004,0.43478260869565216,0.4666666666666667,16,10,6,10,0,0.375
Titans,559,328,58.7,7.6,4084,27,13,89.1,192,34.3,32,2001,405,1431,3.5,17,79,19.5,13.0,27,4,218,996,0.3490566037735849,0.5,19,11,7,9,0,0.4375
Packers,583,341,58.5,6.0,3168,14,20,69.6,176,30.2,52,2001,406,1769,4.4,10,83,20.4,10.3,14,6,222,1041,0.3907563025210084,0.4090909090909091,36,19,12,4,0,0.75
Lions,514,312,60.7,7.3,3528,30,16,89.6,189,36.8,31,2001,470,1993,4.2,15,99,21.1,12.0,30,2,186,1015,0.4142857142857143,0.46153846153846156,19,6,2,14,0,0.125
Broncos,515,308,59.8,6.9,3282,23,22,77.8,176,34.2,39,2001,406,1492,3.7,9,86,21.2,11.6,23,2,185,960,0.3298429319371728,0.4,26,15,8,8,0,0.5
Cowboys,489,287,58.7,6.2,2889,20,9,82.7,160,32.7,24,2001,472,1710,3.6,12,90,19.1,10.5,20,2,193,985,0.35514018691588783,0.5333333333333333,28,16,5,11,0,0.3125
Browns,552,309,56.0,6.1,3089,18,33,60.2,161,29.2,43,2001,494,2208,4.5,11,112,22.7,10.9,18,6,210,1089,0.37446808510638296,0.34782608695652173,33,8,7,9,0,0.4375
Bengals,512,311,60.7,6.8,3157,23,13,85.4,173,33.8,48,2001,453,1675,3.7,10,86,19.0,11.2,23,5,188,1013,0.38222222222222224,0.38461538461538464,33,15,6,10,0,0.375
Bears,602,355,59.0,6.6,3665,12,20,71.4,191,31.7,48,2001,373,1313,3.5,6,71,19.0,11.2,12,6,227,1023,0.35874439461883406,0.23529411764705882,31,17,13,3,0,0.8125
Panthers,510,306,60.0,7.5,3642,25,24,79.9,187,36.7,26,2001,521,2301,4.4,13,106,20.3,12.4,25,5,180,1057,0.41630901287553645,0.7,27,11,1,15,0,0.0625
Bills,453,284,62.7,7.5,3159,23,11,92.2,154,34.0,34,2001,482,2133,4.4,20,122,25.3,11.9,23,6,158,969,0.4195121951219512,0.4444444444444444,25,8,3,13,0,0.1875
Ravens,555,321,57.8,6.0,3035,16,16,72.8,161,29.0,45,2001,410,1411,3.4,10,81,19.8,10.4,16,6,218,1010,0.30837004405286345,0.4,22,12,10,6,0,0.625
Redskins,531,304,57.3,6.2,3033,19,14,76.5,155,29.2,40,2002,435,1754,4.0,14,96,22.1,10.8,19,8,213,1006,0.3511111111111111,0.36363636363636365,26,12,7,9,0,0.4375
Buccaneers,510,259,50.8,5.5,2490,10,31,48.4,131,25.7,43,2002,410,1554,3.8,8,79,19.3,10.8,10,4,220,963,0.336322869955157,0.6153846153846154,21,7,12,4,0,0.75
Seahawks,555,321,57.8,6.5,3411,21,19,75.6,191,34.4,28,2002,500,2441,4.9,18,140,28.0,11.2,21,2,215,1083,0.46511627906976744,0.46153846153846156,22,11,7,9,0,0.4375
49ers,552,340,61.6,6.7,3506,23,19,80.9,188,34.1,32,2002,394,1652,4.2,14,96,24.4,10.9,23,5,193,978,0.46919431279620855,0.7272727272727273,23,8,10,6,0,0.625
Chargers,607,375,61.8,7.5,4295,26,17,87.2,205,33.8,39,2002,410,1739,4.2,15,91,22.2,12.1,26,8,215,1056,0.38073394495412843,0.6363636363636364,16,10,8,8,0,0.5
Steelers,573,336,58.6,6.6,3460,19,19,75.6,178,31.1,50,2002,359,1375,3.8,16,77,21.4,11.2,19,3,218,982,0.43555555555555553,0.5384615384615384,21,17,10,5,1,0.65625
Cardinals,535,335,62.6,7.5,3874,29,17,90.3,196,36.6,21,2002,490,2146,4.4,17,117,23.9,12.0,29,5,183,1046,0.42452830188679247,0.4666666666666667,15,8,5,11,0,0.3125
Eagles,563,333,59.1,6.1,3094,18,15,76.4,160,28.4,56,2002,390,1660,4.3,5,83,21.3,10.3,18,6,215,1009,0.30985915492957744,0.391304347826087,45,22,12,4,0,0.75
Jets,551,359,65.2,6.7,3490,17,15,83.2,178,32.3,30,2002,427,1973,4.6,17,116,27.2,10.3,17,2,177,1008,0.44075829383886256,0.5625,16,8,9,7,0,0.5625
Giants,541,311,57.5,6.2,3119,17,11,77.9,162,29.9,37,2002,407,1830,4.5,12,87,21.4,10.8,17,3,219,985,0.36486486486486486,0.38095238095238093,21,14,10,6,0,0.625
Saints,593,343,57.8,6.8,3805,25,20,78.8,191,32.2,39,2002,439,1991,4.5,18,108,24.6,11.8,25,2,230,1071,0.3901345291479821,0.6,29,18,9,7,0,0.5625
Patriots,531,314,59.1,6.4,3179,23,18,78.2,158,29.8,34,2002,467,2198,4.7,17,129,27.6,10.8,23,6,199,1032,0.4298642533936652,0.625,21,11,9,7,0,0.5625
Vikings,542,335,61.8,7.9,4103,33,16,94.6,198,36.5,27,2002,394,1666,4.2,15,83,21.1,12.8,33,1,191,963,0.38860103626943004,0.3333333333333333,16,7,6,10,0,0.375
Dolphins,520,294,56.5,6.6,3102,20,21,72.7,162,31.2,47,2002,407,1554,3.8,9,86,21.1,11.7,20,1,205,974,0.3383084577114428,0.3076923076923077,21,9,9,7,0,0.5625
Raiders,570,346,60.7,6.6,3526,21,21,77.3,189,33.2,43,2002,384,1453,3.8,14,96,25.0,10.9,21,4,203,997,0.3826530612244898,0.45,19,10,11,5,0,0.6875
Rams,461,292,63.3,7.5,3209,15,12,86.0,148,32.1,38,2002,445,1816,4.1,15,105,23.6,11.8,15,11,157,944,0.3604060913705584,0.38461538461538464,31,14,7,9,0,0.4375
Chiefs,616,403,65.4,7.1,4181,27,18,88.8,227,36.9,34,2002,431,2067,4.8,19,120,27.8,10.9,27,4,195,1081,0.424390243902439,0.5882352941176471,19,13,8,8,0,0.5
Jaguars,519,314,60.5,6.7,3264,19,14,81.5,188,36.2,36,2002,487,2071,4.3,14,112,23.0,11.1,19,6,191,1042,0.3915094339622642,0.55,20,13,6,10,0,0.375
Colts,468,288,61.5,6.8,2917,19,10,86.1,148,31.6,36,2002,459,1992,4.3,16,114,24.8,11.0,19,4,170,963,0.37373737373737376,0.47619047619047616,36,17,10,6,0,0.625
Texans,512,281,54.9,6.6,3141,23,10,82.1,155,30.3,35,2002,509,2089,4.1,14,116,22.8,12.0,23,5,221,1056,0.3547008547008547,0.5,22,11,4,12,0,0.25
Titans,562,339,60.3,6.7,3540,27,18,82.8,197,35.1,40,2002,372,1424,3.8,7,75,20.2,11.1,27,6,205,974,0.37623762376237624,0.5,22,11,11,5,0,0.6875
Packers,531,287,54.0,6.1,2987,24,24,68.7,143,26.9,43,2002,413,1998,4.8,14,122,29.5,11.2,24,5,220,987,0.3385416666666667,0.375,38,21,12,4,0,0.75
Lions,591,371,62.8,7.5,4150,27,10,93.6,221,37.4,33,2002,495,1967,4.0,19,111,22.4,11.9,27,5,210,1119,0.45064377682403434,0.7272727272727273,25,14,3,13,0,0.1875
Broncos,566,360,63.6,6.3,3337,15,9,83.7,176,31.1,40,2002,379,1489,3.9,21,100,26.4,10.0,15,2,197,985,0.4409090909090909,0.5,23,13,9,7,0,0.5625
Cowboys,574,334,58.2,6.2,3449,22,19,75.6,178,31.0,24,2002,481,1818,3.8,10,90,18.7,10.7,22,4,221,1079,0.37398373983739835,0.8181818181818182,23,10,5,11,0,0.3125
Browns,513,299,58.3,6.7,3269,20,17,77.8,164,32.0,28,2002,483,2079,4.3,12,107,22.2,11.5,20,6,197,1024,0.4026548672566372,0.5,32,12,9,7,0,0.5625
Bengals,454,287,63.2,7.5,3262,30,9,99.9,182,40.1,24,2002,498,2003,4.0,16,104,20.9,11.9,30,3,158,976,0.41708542713567837,0.5,20,11,2,14,0,0.125
Bears,547,335,61.2,6.9,3530,24,9,89.7,185,33.8,35,2002,504,2076,4.1,13,110,21.8,11.3,24,5,203,1086,0.3695652173913043,0.6,34,19,4,12,0,0.25
Panthers,522,293,56.1,6.4,2993,18,17,73.4,155,29.7,52,2002,448,1653,3.7,12,95,21.2,11.4,18,3,212,1022,0.32905982905982906,0.38461538461538464,36,16,7,9,0,0.4375
Bills,495,281,56.8,6.6,3067,24,10,84.7,160,32.3,31,2002,473,2122,4.5,20,107,22.6,11.7,24,1,204,999,0.3671497584541063,0.43478260869565216,20,9,8,8,0,0.5
Redskins,483,285,59.0,6.9,3195,23,17,81.4,176,36.4,27,2003,504,2217,4.4,20,122,24.2,11.8,23,4,181,1014,0.4019138755980861,0.7272727272727273,26,13,5,11,0,0.3125
Buccaneers,475,274,57.7,6.2,2710,16,20,69.7,140,29.5,36,2003,451,1756,3.9,6,89,19.7,10.7,16,5,181,962,0.3177570093457944,0.3888888888888889,28,13,7,9,0,0.4375
Seahawks,573,343,59.9,6.5,3480,24,16,81.4,183,31.9,40,2003,456,1759,3.9,9,93,20.4,10.9,24,3,214,1069,0.42127659574468085,0.3888888888888889,25,12,10,6,0,0.625
49ers,514,310,60.3,6.9,3238,25,23,78.6,165,32.1,42,2003,420,1690,4.0,13,99,23.6,11.4,25,3,181,976,0.40669856459330145,0.5833333333333334,23,13,7,9,0,0.4375
Chargers,524,322,61.5,6.8,3375,36,13,94.3,178,34.0,30,2003,518,2218,4.3,12,124,23.9,11.1,36,1,189,1072,0.4199134199134199,0.5555555555555556,22,7,4,12,0,0.25
Steelers,484,294,60.7,6.7,3042,20,14,82.4,155,32.0,35,2003,449,1741,3.9,14,89,19.8,11.0,20,0,176,968,0.3397129186602871,0.4375,23,11,6,10,0,0.375
Cardinals,497,311,62.6,7.4,3589,29,13,93.7,184,37.0,21,2003,475,1915,4.0,17,120,25.3,11.9,29,3,173,993,0.4623115577889447,0.375,21,10,4,12,0,0.25
Eagles,559,337,60.3,6.2,3236,17,13,78.7,171,30.6,38,2003,461,2071,4.5,13,116,25.2,10.3,17,6,209,1058,0.35294117647058826,0.36363636363636365,24,13,12,4,0,0.75
Jets,455,281,61.8,7.1,3025,14,11,83.4,168,36.9,35,2003,542,2294,4.2,17,134,24.7,11.5,14,0,163,1032,0.4057971014492754,0.45454545454545453,15,9,6,10,0,0.375
Giants,519,309,59.5,7.1,3412,25,10,89.5,178,34.3,45,2003,496,1908,3.8,12,102,20.6,12.0,25,4,200,1060,0.37777777777777777,0.45454545454545453,29,12,4,12,0,0.25
Saints,485,264,54.4,6.5,2993,20,14,76.3,165,34.0,32,2003,480,2241,4.7,12,109,22.7,12.0,20,6,207,997,0.3798076923076923,0.5625,29,13,8,8,0,0.5
Patriots,618,328,53.1,5.6,3232,11,29,56.2,177,28.6,41,2003,401,1434,3.6,10,91,22.7,10.6,11,4,261,1060,0.3446808510638298,0.375,29,12,14,2,0,0.875
Vikings,531,311,58.6,7.0,3477,17,28,68.8,186,35.0,37,2003,387,1879,4.9,22,94,24.3,12.0,17,3,192,955,0.38461538461538464,0.42857142857142855,28,7,9,7,0,0.5625
Dolphins,529,319,60.3,6.8,3335,12,22,70.8,171,32.3,44,2003,441,1452,3.3,11,82,18.6,11.2,12,5,188,1014,0.36486486486486486,0.16666666666666666,25,14,10,6,0,0.625
Raiders,467,286,61.2,7.6,3394,21,14,87.3,159,34.0,25,2003,544,2510,4.6,21,127,23.3,12.4,21,3,167,1036,0.37209302325581395,0.5714285714285714,22,11,4,12,0,0.25
Rams,510,296,58.0,6.6,3072,23,24,73.3,164,32.2,42,2003,412,1980,4.8,9,92,22.3,11.4,23,5,190,964,0.3588516746411483,0.42857142857142855,31,22,12,4,0,0.75
Chiefs,565,332,58.8,6.4,3363,19,25,70.5,184,32.6,36,2003,453,2344,5.2,18,120,26.5,10.9,19,3,208,1054,0.36619718309859156,0.43478260869565216,21,12,13,3,0,0.8125
Jaguars,510,303,59.4,6.6,3251,23,15,82.0,172,33.7,24,2003,442,1406,3.2,12,84,19.0,11.2,23,6,192,976,0.42201834862385323,0.5,25,12,5,11,0,0.3125
Colts,445,277,62.2,6.8,2809,18,15,81.8,138,31.0,31,2003,437,1980,4.5,19,117,26.8,11.0,18,3,153,913,0.3829787234042553,0.5454545454545454,30,15,12,4,0,0.75
Texans,502,297,59.2,7.6,3712,22,14,86.2,179,35.7,19,2003,533,2370,4.4,15,130,24.4,12.9,22,1,191,1054,0.4009009009009009,0.7142857142857143,18,8,5,11,0,0.3125
Titans,546,332,60.8,7.0,3606,20,21,78.2,167,30.6,38,2003,342,1295,3.8,10,79,23.1,11.5,20,2,193,926,0.27717391304347827,0.6111111111111112,20,13,12,4,0,0.75
Packers,589,326,55.3,6.1,3400,18,21,69.0,172,29.2,34,2003,413,1701,4.1,10,91,22.0,11.0,18,4,242,1036,0.37280701754385964,0.23529411764705882,20,11,10,6,0,0.625
Lions,522,331,63.4,7.2,3578,26,15,89.6,166,31.8,28,2003,447,1782,4.0,14,105,23.5,11.4,26,5,176,997,0.40654205607476634,0.6153846153846154,31,13,5,11,0,0.3125
Broncos,495,265,53.5,6.2,2828,17,9,76.2,141,28.5,36,2003,379,1605,4.2,11,77,20.3,11.5,17,2,221,910,0.2946859903381642,0.48,25,11,10,6,0,0.625
Cowboys,492,239,48.6,5.7,2631,18,13,67.6,127,25.8,32,2003,413,1425,3.5,7,68,16.5,11.8,18,2,240,937,0.3039647577092511,0.4666666666666667,24,12,10,6,0,0.625
Browns,502,297,59.2,6.1,2846,13,15,72.9,160,31.9,35,2003,457,2113,4.6,14,100,21.9,10.3,13,2,190,994,0.3918918918918919,0.6153846153846154,24,7,5,11,0,0.3125
Bengals,508,297,58.5,7.1,3402,23,14,83.9,177,34.8,30,2003,461,2218,4.8,18,119,25.8,12.1,23,5,197,999,0.41262135922330095,0.6428571428571429,26,10,8,8,0,0.5
Bears,525,326,62.1,6.1,3082,20,15,79.9,156,29.7,18,2003,449,1865,4.2,13,104,23.2,9.8,20,1,184,992,0.39436619718309857,0.4,19,5,7,9,0,0.4375
Panthers,522,299,57.3,6.2,3003,19,16,74.8,161,30.8,40,2003,434,1722,4.0,10,83,19.1,10.8,19,2,207,996,0.3466666666666667,0.3125,18,10,11,5,0,0.6875
Bills,508,285,56.1,5.8,2707,18,10,76.5,153,30.1,38,2003,464,1606,3.5,11,92,19.8,10.3,18,4,213,1010,0.38222222222222224,0.5384615384615384,22,8,6,10,0,0.375
Redskins,515,294,57.1,6.3,2977,17,18,72.2,153,29.7,40,2004,419,1304,3.1,7,67,16.0,11.0,17,4,203,974,0.30973451327433627,0.4117647058823529,17,8,6,10,0,0.375
Buccaneers,436,247,56.7,6.5,2579,21,16,77.2,131,30.0,45,2004,480,1973,4.1,8,101,21.0,11.5,21,3,173,961,0.3532110091743119,0.375,20,11,5,11,0,0.3125
